,frame,RMS,abs rel,mean GT,mean pred,scaling factor,file number
frame1,1,1.6297485790888466,0.5449103635613967,2.9910666666666668,1.36131808757782,2.1971842539671553,2
frame2,2,1.6193538056055703,0.5428933912743473,2.9810666666666665,1.3617128610610962,2.1892035772825933,2
frame3,3,1.5300095621744794,0.5171918398705827,2.9566666666666666,1.4266571044921874,2.072443797011111,2
frame4,4,1.3782908037185668,0.46770326332156464,2.9478000000000004,1.5695091962814331,1.878166758744765,2
frame5,5,1.409660470263163,0.47907426023098326,2.9422666666666677,1.5326061964035034,1.9197799627661365,2
frame6,6,1.4404973223805428,0.4868907529899091,2.959375,1.5188776776194572,1.94839587387856,2
frame7,7,1.3919058670679727,0.4758432924135807,2.9264666666666677,1.5345607995986938,1.907038592040129,2
frame8,8,1.389007899792989,0.47556669480698927,2.9242,1.5351921002070108,1.9047779099473547,2
frame9,9,1.4345555572509763,0.4932142309645415,2.9113333333333333,1.4767777760823568,1.9714092265503962,2
frame10,10,1.4405238338879178,0.500605759016329,2.880357142857143,1.4398333089692252,2.000479586709372,2
frame11,11,1.4864399616377695,0.5161531274503951,2.8817142857142857,1.3952743240765162,2.0653388627513034,2
frame12,12,1.5081768653733387,0.5230341582987005,2.884428571428572,1.3762517060552324,2.0958583075593387,2
frame13,13,1.5241519275392803,0.5309380018966688,2.8708571428571426,1.3467052153178625,2.131763588796628,2
frame14,14,1.509847326210567,0.5258717006944815,2.8717142857142854,1.3618669595037187,2.1086599286914,2
frame15,15,1.4453392495473227,0.5037697839266634,2.8706000000000005,1.4252607504526773,2.014087597015682,2
frame16,16,1.4424370078404747,0.5064480582423283,2.8496,1.4071629921595254,2.0250674697085485,2
frame17,17,1.4084110426306724,0.4924987559039211,2.8736875000000004,1.4652764573693275,1.9611913407516643,2
frame18,18,1.3827938834428788,0.48552372413920253,2.8650625,1.4822686165571213,1.932890211664001,2
frame19,19,1.3438829919695854,0.47397707366415465,2.850625,1.5067420080304146,1.891913137622203,2
frame20,20,1.4110345839818317,0.5029880276712959,2.804933333333333,1.3938987493515014,2.0122934572100752,2
frame21,21,1.3888373586018885,0.49599058779840427,2.8038000000000003,1.414962641398112,1.9815364151449189,2
frame22,22,1.3065028793110567,0.46541654846127894,2.8249411764705883,1.5184382971595316,1.8604254000673375,2
frame23,23,1.3450025054216386,0.48286827407534,2.7971250000000003,1.4521224945783615,1.9262321260384951,2
frame24,24,1.2881926984151204,0.46326779922735467,2.7936,1.5054073015848795,1.8557104094413006,2
frame25,25,1.283586333155632,0.45799614888272433,2.810375,1.526788666844368,1.8407098906547448,2
frame26,26,1.2670727781057356,0.44881189222863704,2.82725,1.5601772218942642,1.8121338783342442,2
frame27,27,1.2671648261547088,0.4536857707152606,2.7997500000000004,1.5325851738452911,1.826815271203077,2
frame28,28,1.3065823749899863,0.4709576300115075,2.77825,1.4716676250100136,1.887824365220439,2
frame29,29,1.354719252649943,0.48837542367097375,2.7734000000000005,1.418680747350057,1.9549148074226097,2
frame30,30,1.387509918085734,0.5013072739837018,2.7682,1.380690081914266,2.004939440255856,2
frame31,31,1.4115712822675706,0.5070827540033153,2.7829375,1.3713662177324295,2.029317525847779,2
frame32,32,1.4155190368890762,0.5078473595770926,2.7864999999999998,1.3709809631109238,2.0324862817037883,2
frame33,33,1.4410892073512076,0.5174517578046451,2.7816875000000003,1.3405982926487923,2.0749597513688185,2
frame34,34,1.458557068169117,0.5213570825659932,2.791,1.332442931830883,2.094648808834869,2
frame35,35,1.4665488213931812,0.5242820622175071,2.7881176470588236,1.3215688256656422,2.1097029476724503,2
frame36,36,1.4852340766787528,0.5336072740962406,2.7759375000000004,1.290703423321247,2.1507167718335625,2
frame37,37,1.4144161055088045,0.5085794418629256,2.7775625,1.3631463944911957,2.0376113022231523,2
frame38,38,1.470606724500656,0.5296821875296078,2.769875,1.2992682754993439,2.131873033639232,2
frame39,39,1.4499987428889556,0.5199653433386381,2.781823529411765,1.3318247865228092,2.0887308582645323,2
frame40,40,1.528855979144573,0.5447720776698952,2.7965625,1.2677065208554268,2.2060015105964172,2
frame41,41,1.5730697759389876,0.5580076970323417,2.8040000000000003,1.2309302240610123,2.277952027816174,2
frame42,42,1.5353863443732263,0.5453194790571071,2.8042499999999997,1.2688636556267738,2.2100483275445377,2
frame43,43,1.542842698321623,0.5445936292720044,2.8222941176470586,1.2794514193254358,2.20586266505926,2
frame44,44,1.5291133043625773,0.5429303986499777,2.8078235294117646,1.278710225049187,2.1958247258903074,2
frame45,45,1.482338258743286,0.5314856811434945,2.7822941176470586,1.2999558589037727,2.140298917528871,2
