,frame,RMS,abs rel,mean GT,mean pred,scaling factor,file number,,
frame68,68,0.539688562295346,0.174042323059921,3.0454375,2.50574893770465,1.21538014211021,2,,
frame69,69,0.698962167004703,0.222645691341141,3.0764375,2.3774753329953,1.29399344645318,2,,
frame70,70,0.617960845969931,0.163736440978572,3.08525,2.56964759283381,1.20065101868602,2,,
frame71,71,0.755043660354076,0.142596367764207,3.11241176470588,2.65511300609245,1.17223325619817,2,,
frame72,72,0.626956298513011,0.138623267882405,3.11235294117647,2.67030696618406,1.16554125821127,2,,
frame73,73,0.668562823405596,0.094724065938963,3.13023529411765,2.83625963879263,1.10364906347226,2,,
frame74,74,0.579933896568482,0.119177352731215,3.13811764705882,2.76097813814216,1.13659634015445,2,,
frame75,75,0.51641784353965,0.113164573878334,3.14482352941176,2.78319327945126,1.12993357401029,2,,
frame76,76,0.68937122292336,0.069048833149566,3.15441176470588,2.93981181403325,1.07299785300822,2,,
frame77,77,0.48736790588868,0.090069610650372,3.1606875,2.87304583997535,1.10011732358128,2,,
frame78,78,0.509984590205389,0.089262922670591,3.1748125,2.8882639961325,1.09921132702938,2,,
frame79,79,0.592229273240301,0.115635607127224,3.188625,2.8149143784116,1.13276091964093,2,,
frame80,80,0.548841421030467,0.117713223311931,3.2200625,2.83083411945772,1.13749600439917,2,,
frame81,81,0.732924999577977,0.056402808934782,3.2295,3.03764772604466,1.06315817081435,2,,
frame82,82,0.613969833167224,0.086782711855003,3.2345625,2.95142470428069,1.09593258310424,2,,
frame83,83,0.765954962568098,0.056595202900212,3.2525625,3.06689225227415,1.06054019262925,2,,
frame84,84,0.700745790311731,0.098479562845361,3.27541176470588,2.9438059606833,1.11264526550032,2,,
frame85,85,0.628362791366663,0.033854208458395,3.30447058823529,3.1896999599328,1.03598163769137,2,,
frame86,86,0.628670676062978,0.052267933028768,3.2870625,3.10510283986651,1.05860020408899,2,,
frame87,87,0.510451736091322,0.094071958686346,3.34135294117647,3.02555201633511,1.10437795256414,2,,
frame88,88,0.615169808498731,0.055316728282683,3.33982352941176,3.15470450099673,1.05868030693732,2,,
frame89,89,0.505273029900321,0.070025041410415,3.35947058823529,3.12170139116931,1.07616654102106,2,,
frame90,90,0.622296515595978,0.016250911568809,3.37223529411765,3.31570943739895,1.01704789209848,2,,
frame91,91,0.732133548956714,0.013383957871224,3.42829411764706,3.40278182944077,1.0074974798518,2,,
frame92,92,0.659892360134476,0.040522834522849,3.424,3.28962486972324,1.04084816220643,2,,
frame93,93,0.484696070184643,0.137689809449622,3.454875,2.97017892981536,1.16318749867867,2,,
frame94,94,0.681996750941923,0.07938496394354,3.50082352941176,3.2325408114009,1.08299437924021,2,,
frame95,95,0.680686884723513,0.070374101146931,3.51582352941176,3.28559036234244,1.07007360677342,2,,
frame96,96,0.575666476078461,0.060810499330101,3.50317647058824,3.29805607071098,1.06219433371642,2,,
frame97,97,0.634362795957875,0.08181906060622,3.56435294117647,3.28987742412908,1.08343031720097,2,,
frame98,98,0.476608808506771,0.068480783875291,3.56464705882353,3.33063207112632,1.07026143467659,2,,
frame99,99,0.485882774844508,0.133695035075285,3.59429411764706,3.10841134280255,1.15631225126287,2,,
frame100,100,0.616390435518754,0.11980820823714,3.59970588235294,3.16976767887857,1.13563713402065,2,,
frame101,101,0.544791789556249,0.148527903078379,3.60675,3.06195821044375,1.17792267304566,2,,
frame102,102,0.48204568231116,0.123136958814586,3.6388125,3.18485139884062,1.14253760829301,2,,
frame103,103,0.518773726083887,0.138844706385667,3.65175,3.13297627391611,1.16558495204799,2,,
frame104,104,0.51358231576075,0.136896196545221,3.6715625,3.15798018423925,1.16262999949269,2,,
frame105,105,0.536934646818372,0.132457589935665,3.70994117647059,3.20629105136659,1.15708184847702,2,,
frame106,106,0.477568675536971,0.1145597395171,3.72647058823529,3.28291061928663,1.13511180180868,2,,
frame107,107,0.533853755316035,0.108055404968075,3.72129411764706,3.30716259193607,1.12522260826268,2,,
frame108,108,0.494051867021039,0.11640068358043,3.7193125,3.27702483380043,1.13496622352008,2,,
frame109,109,0.509555141950381,0.098415443771234,3.765,3.38605988851242,1.11191181608251,2,,
frame110,110,0.433383412314708,0.096927470601684,3.77270588235294,3.39363929168457,1.11169914009341,2,,
frame111,111,0.410880759446869,0.082223763832162,3.75825,3.44471971914861,1.09101764625683,2,,
frame112,112,0.325983879747228,0.078815232818073,3.7701875,3.46480584477831,1.08813817249873,2,,
frame113,113,0.337864363779163,0.082765511031342,3.7655625,3.44766964477543,1.09220513795639,2,,
frame114,114,0.364811445236118,0.089922362591914,3.7895625,3.44039924678493,1.10148916685799,2,,
frame115,115,0.364483114495778,0.088067096485104,3.800125,3.45553752699645,1.09972036776086,2,,
frame116,116,0.322985868922015,0.080733603830588,3.79125,3.4821512531983,1.08876660556252,2,,
frame117,117,0.448160107649722,0.102230151112057,3.789375,3.40184802868755,1.11391660298886,2,,
frame118,118,0.437631211164283,0.07754628479543,3.782125,3.48832089686141,1.08422507900662,2,,
frame119,119,0.46549349394059,0.079175301893829,3.7741875,3.47325446269958,1.08664295706872,2,,
frame120,120,0.459759161101864,0.07737701073553,3.7741875,3.48640853535462,1.08254309893035,2,,
frame121,121,0.441343483824458,0.08006741899861,3.7795,3.48046962810287,1.08591667327956,2,,
frame122,122,0.444817627479774,0.081942994780821,3.7794375,3.47105036110088,1.08884548099766,2,,
frame123,123,0.473184817979999,0.081730283547515,3.7710625,3.46676920497103,1.08777431580754,2,,
frame124,124,0.296910635774462,0.076177818460929,3.7374,3.44712566883831,1.0842076440049,2,,
frame125,125,0.293391654113873,0.074887117529581,3.72593333333333,3.4403449428085,1.08301155705965,2,,
frame126,126,0.32134926991389,0.055214721161918,3.7506875,3.54425804952454,1.05824334672899,2,,
frame127,127,0.417253520958734,0.084364230740759,3.7726875,3.45721755409845,1.09124966565311,2,,
frame128,128,0.362030496574489,0.074934106675993,3.755,3.47629942365859,1.08017162573645,2,,
frame129,129,0.408325746755705,0.074857039656576,3.7729375,3.49362067054931,1.07995053149453,2,,
frame130,130,0.328916407395576,0.071583542711741,3.751875,3.48405031104727,1.07687164795052,2,,
frame131,131,0.34338378927536,0.088678816426078,3.7488125,3.41107239079785,1.09901288231621,2,,
frame132,132,0.305547988337996,0.081368454325659,3.7079375,3.402389511662,1.08980394140374,2,,
frame133,133,0.270929907388383,0.072216820821031,3.70647058823529,3.43554068084691,1.07886092250306,2,,
frame134,134,0.279390494650419,0.074924456193505,3.69005882352941,3.41066832887899,1.0819166414643,2,,
frame135,135,0.34620813615566,0.093487775437239,3.66335294117647,3.31714480502081,1.10436931653742,2,,
frame136,136,0.25467426812297,0.069251964319627,3.6176875,3.36349430821525,1.07557414060844,2,,
frame137,137,0.213070694283316,0.05819188660211,3.6188,3.40572930571668,1.06256242794331,2,,
frame138,138,0.213807278964781,0.059099182373525,3.58566666666667,3.37185938770189,1.063409310526,2,,
frame139,139,0.292457773312603,0.08006753329111,3.5994,3.3069422266874,1.08843752120991,2,,
frame140,140,0.290620154450462,0.080481421214738,3.55846666666667,3.2678465122162,1.08893323274641,2,,
frame141,141,0.277207606763631,0.075901162873637,3.56326666666667,3.28605905990304,1.08435868062938,2,,
frame142,142,0.294910662033487,0.081541491688244,3.5366,3.24168933796651,1.09097437517516,2,,
frame143,143,0.218243936204359,0.057093246172221,3.47633333333333,3.27170471703986,1.06254495255263,2,,
frame144,144,0.265677092127643,0.074408365369472,3.46092857142857,3.1981685905558,1.08215951518275,2,,
frame145,145,0.437277786635991,0.125984696300177,3.43835714285714,3.00107935622115,1.14570683901761,2,,
frame146,146,0.459295881097417,0.133766699854413,3.40914285714286,2.94984697604544,1.15570159565129,2,,
frame147,147,0.433719967770199,0.12784968424936,3.36807142857143,2.93435146080123,1.14780777748136,2,,
frame148,148,0.384465294122106,0.114261272344195,3.34507142857143,2.96060613444932,1.1298603315208,2,,
frame149,149,0.42275632310851,0.12435886792069,3.37025,2.94749367689149,1.1434290856747,2,,
frame150,150,0.38646636411442,0.114252331920444,3.351875,2.96540863588558,1.13032482587312,2,,
frame151,151,0.550781306149393,0.16719680052863,3.2895,2.73871869385061,1.20110911989102,2,,
frame152,152,0.507872373196758,0.153023958199344,3.30153333333333,2.79366096013658,1.18179456292074,2,,
frame153,153,0.44495262197652,0.135091994226112,3.2883125,2.84335987802348,1.15648832404775,2,,
frame154,154,0.311590524858202,0.09629258180367,3.24213333333333,2.93054280847513,1.10632519134581,2,,
frame155,155,0.321247682557912,0.095446132520443,3.24635714285714,2.93927116981924,1.10447691121224,2,,
frame156,156,0.276762348911062,0.085647513146033,3.23207692307692,2.95531457416586,1.09364903192723,2,,
frame157,157,0.267094886816377,0.045783715872403,3.20314285714286,3.06110306118501,1.04640150727329,2,,
frame158,158,0.239270260728482,0.072142218578713,3.20507142857143,2.97485017515212,1.07738919268683,2,,
frame159,159,0.346161420212299,0.079693247589657,3.19086666666667,2.94610314782244,1.08308043084817,2,,
frame160,160,0.470519999679142,0.028356728157847,3.15884615384615,3.08734415647171,1.02315971066088,2,,
frame161,161,0.271430908537207,0.065918252259122,3.13714285714286,2.93292220480804,1.06963043615682,2,,
frame162,162,0.333094642395376,0.098814462930873,3.1192,2.81097319494758,1.1096512786413,2,,
frame163,163,0.2983268476632,0.095230773818806,3.1055,2.8071731523368,1.10627304817833,2,,
frame164,164,0.307011088870742,0.085599357679835,3.09628571428571,2.82868635407385,1.09460199071787,2,,
frame165,165,0.282225663973501,0.090572203818565,3.08546153846154,2.80323587448804,1.10067852888942,2,,
frame166,166,0.239398943339326,0.072828012570378,3.05583333333333,2.82912094523661,1.08013527611057,2,,
frame167,167,0.251277065544237,0.081076873992238,3.05084615384615,2.80044109917749,1.08941629043446,2,,
frame168,168,0.268224677287497,0.087777513295837,3.03321428571429,2.76498960842679,1.09700748113846,2,,
frame169,169,0.37082337258228,0.088906348935956,3.02807692307692,2.75784062510905,1.09798836651672,2,,
frame170,170,0.344945109008374,0.074772590559152,3.00328571428571,2.77857330379085,1.08087330652327,2,,
frame171,171,0.332965414512231,0.079353455187543,2.95369230769231,2.72100562547335,1.08551495816128,2,,
frame172,172,0.396839453284388,0.10307599553343,2.94883333333333,2.64396315155683,1.11530802976471,2,,
frame173,173,0.356370857981772,0.115051804386711,2.9645,2.62309635480396,1.13015291816131,2,,
frame174,174,0.428929745496573,0.147302431172801,2.89492307692308,2.4659933314265,1.17393791784848,2,,
frame175,175,0.473320430076152,0.161604282050218,2.92566666666667,2.45234623659051,1.19300717941615,2,,
frame176,176,0.541693906233631,0.134638575448439,2.91016666666667,2.52486956453836,1.1526007947261,2,,
frame177,177,0.609121730108469,0.197130164055208,2.914,2.34174097675927,1.2443733226348,2,,
frame178,178,0.569325181612753,0.19531315885039,2.89916666666667,2.33491110009409,1.24166040692078,2,,
frame179,179,0.491224595846534,0.162892458420656,2.88625,2.4186986744549,1.19330697555803,2,,
frame180,180,0.558138923245677,0.189632087548715,2.89233333333333,2.3463395985876,1.23270021742565,2,,
frame181,181,0.584616251928841,0.20316106198608,2.888,2.30338374807116,1.25380757870606,2,,
frame182,182,0.532600298544365,0.183893339678928,2.90072727272727,2.36812697418291,1.22490360709148,2,,
frame183,183,0.522587390432021,0.179623441409285,2.91408333333333,2.39149594290131,1.21851903699992,2,,
frame184,184,0.530262918505544,0.182572795029612,2.91292307692308,2.38266015841753,1.22255079753284,2,,
frame185,185,0.455471458422995,0.156634871773801,2.91407692307692,2.45860546465393,1.18525601808467,2,,
frame186,186,0.435375294842968,0.150165476969899,2.91446153846154,2.47908624361857,1.17561926131601,2,,
frame187,187,0.466302071752222,0.160000688285787,2.92130769230769,2.45500562055547,1.18993930924147,2,,
frame188,188,0.389254791281808,0.123946522797833,2.94290909090909,2.58088884587201,1.14026959960562,2,,
frame189,189,0.391728615476938,0.126628441935907,2.93058333333333,2.56400428624308,1.14297130822171,2,,
frame190,190,0.447845211489994,0.087601233466878,2.92641666666667,2.67990936473479,1.0919834473418,2,,
frame191,191,0.345873983040448,0.118224485270643,2.93891666666667,2.59304268362622,1.13338537974113,2,,
frame192,192,0.363281155565427,0.095876516350807,2.94525,2.66618900872333,1.10466661979463,2,,
frame193,193,0.368838028179419,0.122309695861928,2.93875,2.5813107667075,1.13847198791505,2,,
frame194,194,0.44942864310119,0.152296740160508,2.96266666666667,2.51323802356548,1.17882454383035,2,,
frame195,195,0.377920314375445,0.115034337198006,3.0252,2.68001493415556,1.12879967997387,2,,
frame196,196,0.273735756103117,0.09832697584538,2.8205,2.54676424389688,1.10748374403288,2,,
frame197,197,0.402959937799897,0.081059868999984,3.01372727272727,2.77336718774776,1.08666724191495,2,,
frame198,198,0.471033342191768,0.055675392315176,3.0258,2.86409098814518,1.05646085006522,2,,
frame199,199,0.392969877263227,0.054499587928525,3.02009090909091,2.86038991806602,1.05583189551055,2,,
frame200,200,0.436791172308491,0.053076151801474,3.04218181818182,2.88602809834602,1.05410679124202,2,,
frame201,201,0.356267702175312,0.107347820583875,3.026,2.70161168176527,1.1200721482011,2,,
frame202,202,0.343834795158489,0.11261289290575,3.04115384615385,2.69731905099536,1.12747279378448,2,,
frame203,203,0.270707709885925,0.068269972559053,3.06466666666667,2.85496284771098,1.07345238104371,2,,
frame204,204,0.410514241352816,0.020598375118965,3.06992307692308,3.01384136668843,1.01860804979801,2,,
frame205,205,0.35071788373116,0.12186166912132,2.878,2.52728211626884,1.13877274779633,2,,
frame206,206,0.597857395527137,0.025729913204096,3.10292307692308,3.03160957991265,1.02352331167013,2,,
frame207,207,0.542585107723965,0.009601044051649,3.10725,3.08567881219723,1.00699074307977,2,,
frame208,208,0.519272901792194,0.049276891543716,3.12528571428571,2.97682157153597,1.04987337641239,2,,
frame209,209,0.540579757505886,0.055415949252196,3.14742857142857,2.9811306345317,1.05578351212475,2,,
frame210,210,0.753361805814109,0.066171020985551,3.179,2.98528989289372,1.06488820652473,2,,
frame211,211,0.412009482647662,0.128291848639613,3.17861538461538,2.76660590196772,1.1489223609169,2,,
frame212,212,0.599966323232073,0.049262867624097,3.21907142857143,3.09792785012113,1.03910471266965,2,,
frame213,213,0.238761469453279,0.078381117702204,3.015,2.77623853054672,1.08600178508662,2,,
frame214,214,0.546686504681112,0.033085835254884,3.2205,3.1212633818343,1.03179373414729,2,,
frame215,215,0.441794380548931,0.058983633507463,3.21571428571429,3.03011692127339,1.06125089204904,2,,
frame216,216,0.475945807406384,0.098254980217508,3.27492307692308,2.95988460919544,1.10643606401037,2,,
frame217,217,0.454580837588461,0.021625533040233,3.28675,3.23365160277481,1.01642056836909,2,,
frame218,218,0.35414906072498,0.122458181440173,2.892,2.53785093927502,1.13954683281208,2,,
frame219,219,0.41974714656448,0.128233007394337,3.27941666666667,2.85966952010219,1.14678169754017,2,,
frame220,220,0.526006460188454,0.159199759533734,3.30007142857143,2.77406496838297,1.18961576826193,2,,
frame221,221,0.462045485005099,0.138525631228522,3.31157142857143,2.84952594356633,1.16214819382442,2,,
frame222,222,0.509910557986806,0.150956251073311,3.34828571428571,2.83837515629891,1.17964875321545,2,,
frame223,223,0.441307376690732,0.130779799043446,3.35792857142857,2.91662119473784,1.15130774523854,2,,
frame224,224,0.46529673999905,0.138195194413538,3.362,2.89670326000095,1.16062975673901,2,,
frame225,225,0.389421477906276,0.115445652173598,3.365,2.97557852209372,1.13087252613729,2,,
frame226,226,0.453552467017167,0.133705322402071,3.38471428571429,2.93116181869712,1.15473470762483,2,,
frame227,227,0.387516277869902,0.11398554838174,3.40035714285714,3.01284086498724,1.12862155528136,2,,
frame228,228,0.309285305920401,0.090300880650899,3.43042857142857,3.12114326550817,1.09909359475367,2,,
frame229,229,0.326144408473154,0.093878398145609,3.45566666666667,3.12952225819351,1.10421539825105,2,,
frame230,230,0.250152068186619,0.070794214782603,3.49506666666667,3.24491459848005,1.0770904936308,2,,
frame231,231,0.267569916451459,0.076592992570391,3.48892857142857,3.22243413967798,1.082699729521,2,,
frame232,232,0.315923930777501,0.089782779704455,3.52128571428571,3.20536178350821,1.09856108362025,2,,
frame233,233,0.481829452529091,0.135533375604239,3.54185714285714,3.06002769032805,1.15745918053357,2,,
frame234,234,0.292474622901878,0.081871623071683,3.541,3.24852537709812,1.09003304236556,2,,
frame235,235,0.409985379940873,0.112242355245262,3.6032,3.19321462005913,1.12839267907814,2,,
frame236,236,0.342149812786335,0.09354822336584,3.610125,3.26797518721366,1.10469780007053,2,,
frame237,237,0.293135146220215,0.079764821595247,3.6125625,3.31942735377978,1.08830895060452,2,,
frame238,238,0.291120635529208,0.079411163423817,3.6159375,3.32481686447079,1.08755990100993,2,,
frame239,239,0.39463253607014,0.10765649937672,3.62375,3.22911746392986,1.12221064748443,2,,
frame240,240,0.315560569592207,0.086095814954299,3.6088125,3.29325193040779,1.09582035515671,2,,
frame241,241,0.372272681629633,0.100572434120869,3.6413125,3.26903981837037,1.11387829525283,2,,
frame242,242,0.387653815883425,0.105263113216498,3.6275625,3.23990868411657,1.11964961166463,2,,
frame243,243,0.321701494336178,0.087323102059075,3.6276875,3.30598600566382,1.09730878890142,2,,
frame244,244,0.378435284974086,0.102607916268764,3.634,3.25556471502591,1.11624259325193,2,,
frame245,245,0.399607103723066,0.108327468111857,3.63176470588235,3.23215760215929,1.1236347829871,2,,
frame246,246,0.454245978660178,0.12240454248042,3.64976470588235,3.19551872722217,1.14215093618151,2,,
frame247,247,0.511725008911223,0.136459757702997,3.67276470588235,3.16103969697113,1.16188503086549,2,,
frame248,248,0.458115523600597,0.119219645874777,3.67464705882353,3.22580407617042,1.13914142708443,2,,
frame249,249,0.493877962674405,0.129851205237888,3.66417647058824,3.17680293836538,1.15341635653159,2,,
frame250,250,0.503939248359511,0.13568527728844,3.636625,3.13268575164049,1.1608649217674,2,,
frame251,251,0.494041829854422,0.130097409184491,3.6423125,3.15595923203393,1.15410632147255,2,,
frame252,252,0.435717325468453,0.112214505623287,3.628375,3.20921342737504,1.13061193408,2,,
frame253,253,0.446205058239388,0.113890169079194,3.6479375,3.21854678402245,1.13341136382082,2,,
frame254,254,0.390329069305241,0.096082948749077,3.646,3.28053184103696,1.11140515522249,2,,
frame255,255,0.416726214315666,0.104384364516404,3.61553333333333,3.22369118213696,1.12155077178845,2,,
frame256,256,0.386617486538309,0.088308647332699,3.65125,3.30933157551635,1.10331948210125,2,,
frame257,257,0.380954567215303,0.091927768380196,3.641,3.28912790642827,1.10698036184121,2,,
frame258,258,0.408272579799588,0.098879286456529,3.6415,3.26203320187243,1.11632830650214,2,,
frame259,259,0.406491832208386,0.096550088244847,3.6025,3.2359854597755,1.11326210972837,2,,
frame260,260,0.39682622969837,0.09312030551672,3.607875,3.25104635000264,1.10975809372791,2,,
frame261,261,0.363823911752265,0.084798567172667,3.5725625,3.25201675200313,1.09856829544295,2,,
frame262,262,0.384411567458535,0.092780302419419,3.57429411764706,3.22570499092471,1.10806602826455,2,,
frame263,263,0.497459371246392,0.132127397285568,3.577,3.08713861987605,1.15867812898652,2,,
frame264,264,0.491276262006894,0.126108881679519,3.56282352941176,3.0949030749856,1.15119066513201,2,,
frame265,265,0.456817720809298,0.122887584801904,3.56011764705882,3.10666988829921,1.14595942763905,2,,
frame266,266,0.448350920986416,0.113512458030226,3.53870588235294,3.12033524254165,1.13407874708697,2,,
frame267,267,0.456164437578911,0.117333542660647,3.54617647058823,3.11138195533917,1.13974321426624,2,,
frame268,268,0.509506413144151,0.136806434883431,3.51611764705882,3.0171926756845,1.16536065972689,2,,
frame269,269,0.467477629476205,0.125143954916346,3.48841176470588,3.03751287872934,1.14844344830076,2,,
frame270,270,0.460877092019995,0.117883864780188,3.52276470588235,3.0892225027887,1.14034023211416,2,,
frame271,271,0.456775667192519,0.120291494355611,3.50535294117647,3.06879218268007,1.14225816950405,2,,
frame272,272,0.460866932263752,0.124276415997775,3.45641176470588,3.01087134544475,1.14797723587068,2,,
frame273,273,0.441257812366498,0.11311988610216,3.48547058823529,3.07080557736133,1.13503460262381,2,,
frame274,274,0.428089226370712,0.117383426424486,3.4231875,3.00705998183455,1.13838351103046,2,,
frame275,275,0.376180575755857,0.093709468169305,3.45805882352941,3.11712254679494,1.10937532022442,2,,
frame276,276,0.421799578219264,0.1112246405638,3.44905882352941,3.04877234118023,1.13129431704114,2,,
frame277,277,0.484654473760336,0.139543312605763,3.39825,2.91359552623966,1.16634240044494,2,,
frame278,278,0.380614536440756,0.108021142940612,3.3676875,2.99302717470166,1.12517772256301,2,,
frame279,279,0.351632330382608,0.101738013803347,3.36425,3.01261766961739,1.11671986589233,2,,
frame280,280,0.404823121911159,0.118242790693243,3.3405625,2.93573937808884,1.1378947753103,2,,
frame281,281,0.460049087229679,0.131340900095473,3.32825,2.87700228611011,1.15684649124836,2,,
frame282,282,0.458744913049814,0.132946211379217,3.31125,2.85898628279936,1.15819023684081,2,,
frame283,283,0.45342302150258,0.131075585036654,3.305125,2.86001308506876,1.15563282463812,2,,
frame284,284,0.517837340749376,0.149773624796712,3.3081875,2.79896936524569,1.1819305852637,2,,
frame285,285,0.536118409004079,0.157663399608411,3.298625,2.76332688066235,1.1937150914297,2,,
