,frame,RMS,abs rel,mean GT,mean pred,scaling factor,file number,,
frame121,121,0.452416749164853,0.186289667792318,2.4288,1.97638325083515,1.22891144669116,4,,
frame122,122,0.415272623403191,0.169945590716189,2.44333333333333,2.02806070993014,1.20476340839792,4,,
frame123,123,0.421485471372011,0.171822985129576,2.45233333333333,2.03084786196132,1.20754162794103,4,,
frame124,124,0.40229957505854,0.162770422642767,2.4712,2.06890042494146,1.19445091228589,4,,
frame125,125,0.370671695709263,0.148896955649824,2.48722222222222,2.11655052651296,1.1751300954388,4,,
frame126,126,0.398605379470557,0.158582913048528,2.51055555555556,2.111950176085,1.18873806019869,4,,
frame127,127,0.407677296059694,0.161132303971582,2.52766666666667,2.11998937060697,1.19230157552298,4,,
frame128,128,0.466953350222232,0.183461182268345,2.5461,2.07914664977777,1.22458894386894,4,,
frame129,129,0.465598441087815,0.10903346796917,2.5697,2.2853001292094,1.124447492544,4,,
frame130,130,0.466108953250116,0.11924296872383,2.5809,2.26536364045866,1.13928728876281,4,,
frame131,131,0.440371090478638,0.171028061368629,2.5718,2.13142890952136,1.20660838769308,4,,
frame132,132,0.412175508945966,0.119696145668256,2.6123,2.29457993667373,1.13846545864375,4,,
frame133,133,0.504575587567013,0.189944800767915,2.65277777777778,2.14820219021076,1.23488272652655,4,,
frame134,134,1.78228629166553,-0.393062237213794,2.6609,3.65299951200503,0.728415098675856,4,,
frame135,135,0.617557814657283,0.033463593287366,2.6696,2.57298156630896,1.03755115658665,4,,
frame136,136,0.405504371163364,0.15077719390706,2.6849,2.27939562883664,1.17789995121221,4,,
frame137,137,0.703254716385739,0.064878039364714,2.7341,2.54905098379242,1.07259525893526,4,,
frame138,138,0.656029344273008,0.054721829519056,2.7368,2.57465064499195,1.06297916780417,4,,
frame139,139,0.633259069451847,0.08590760860269,2.7462,2.51351012726373,1.09257566548562,4,,
frame140,140,0.449155053678122,0.16124670154112,2.7342,2.28504494632188,1.19656289667348,4,,
frame141,141,0.552518717829789,0.197386668353153,2.7611,2.20858128217021,1.25016906658145,4,,
frame142,142,0.569493314366307,0.141627441715215,2.8108,2.39726454675213,1.17250305303524,4,,
frame143,143,0.507697875011058,0.129419604611627,2.7403,2.38227502472467,1.15028700362449,4,,
frame144,144,0.452685883576575,0.110929556582607,2.7576,2.44939530650712,1.12582889036902,4,,
frame145,145,1.43743366837179,-0.195859225798506,2.7739,3.33508693924654,0.831732440722123,4,,
frame146,146,1.35913510263395,-0.194040673371386,2.7802,3.34909473173542,0.830134774527374,4,,
frame147,147,1.37844512423226,-0.230438478403375,2.7785,3.43649747734754,0.808526710208612,4,,
frame148,148,1.2372329556812,-0.120033643893093,2.8143,3.15861887903126,0.890990685417272,4,,
frame149,149,0.440168962714013,0.145188451679965,2.8121,2.40321107346539,1.17014274403496,4,,
frame150,150,1.24374895348016,-0.141282345788953,2.8278,3.21116595462369,0.8806147175073,4,,
frame151,151,0.604834378861088,0.125010626762885,2.8417,2.4813552190115,1.14522095757497,4,,
frame152,152,0.547292798664802,0.101643050409804,2.8652,2.56822046958052,1.11563630690475,4,,
frame153,153,0.551896256068527,0.130947356756661,2.9032,2.51763865035498,1.1531440382005,4,,
frame154,154,0.460557011548891,0.14112464979932,2.9027,2.49004014726657,1.1657241764501,4,,
frame155,155,0.480874961586779,0.161107167464767,2.9552,2.47432503841322,1.19434591418723,4,,
frame156,156,0.536494923410374,0.095304283651497,2.957,2.66551371105995,1.10935463874397,4,,
frame157,157,0.624543722289285,0.153299955926025,2.9927,2.52495218224792,1.18525016871237,4,,
frame158,158,0.67664473657851,0.181751609002568,3.0304,2.46708905830413,1.22833020145737,4,,
frame159,159,0.4922432106478,0.133196931503838,2.9987,2.59153642716279,1.15711281098332,4,,
frame160,160,0.619685138010474,0.179615181407399,3.0562,2.49994105450633,1.22250882455447,4,,
frame161,161,0.544691189762556,0.123361613885204,3.0683,2.67677033814098,1.14626942636063,4,,
frame162,162,0.543925005109222,0.126973166722197,3.0879,2.68973605281402,1.14803086227343,4,,
frame163,163,0.606789985497506,0.192717246204192,3.13433333333333,2.52754334783583,1.24007105002455,4,,
frame164,164,0.574227684572414,0.177808347695398,3.1715,2.59727231542759,1.2210887480537,4,,
frame165,165,0.567053360397321,0.174285224027084,3.197,2.62994663960268,1.21561401735626,4,,
frame166,166,0.628234418235298,0.193912829985551,3.2107,2.5824655817647,1.24326923180366,4,,
frame167,167,1.01562000969453,0.032803162878249,3.208,3.1419094754119,1.0210351460172,4,,
frame168,168,0.608964225490453,0.187075290729642,3.21222222222222,2.60325799673177,1.23392388547542,4,,
frame169,169,0.545271140173801,0.169395230492359,3.19111111111111,2.64583997093731,1.2060862131358,4,,
frame170,170,0.571557794813646,0.172563264329108,3.253,2.68144220518635,1.21315312845757,4,,
frame171,171,0.603070711616488,0.183273815395284,3.25477777777778,2.65170706616129,1.22742735021992,4,,
frame172,172,0.56799179628682,0.173260249734882,3.2588,2.69080820371318,1.21108594640934,4,,
frame173,173,0.615125172781466,0.129774894338537,3.3054,2.8764885425041,1.14910939194026,4,,
frame174,174,0.603671152005716,0.180315861767439,3.3193,2.71562884799428,1.22229516100905,4,,
frame175,175,0.629451232416655,0.124641868692816,3.3255,2.9104232109616,1.14261733052261,4,,
frame176,176,0.568575914721393,0.124294153868295,3.3387,2.92760951359523,1.14041848289389,4,,
frame177,177,0.500901561016079,0.102719682003824,3.3001,2.96525700698563,1.11292208136615,4,,
frame178,178,0.505771505249274,0.096661719830019,3.3231,3.00162427390717,1.10710058846718,4,,
frame179,179,0.489080054916423,0.10795281229321,3.3368,2.97662092375095,1.12100266895765,4,,
frame180,180,0.417022863479953,0.122867973855247,3.35688888888889,2.93986602540894,1.14185097547836,4,,
frame181,181,0.440532507303851,0.129547053279741,3.36377777777778,2.92324527047393,1.15069981015737,4,,
frame182,182,0.383068552750976,0.112491298620058,3.3805,2.99743144724902,1.12779893702074,4,,
frame183,183,0.35028327179929,0.10337947997373,3.36533333333333,3.01505006153404,1.1161782606094,4,,
frame184,184,0.385759176334705,0.115049048260496,3.3489,2.9631408236653,1.13018590721501,4,,
frame185,185,0.287570236727315,0.085828413304212,3.3507,3.06312976327268,1.09388118001899,4,,
frame186,186,0.315824994066028,0.093071933457547,3.3815,3.06567500593397,1.10301972435262,4,,
frame187,187,0.326616578717374,0.095950880400259,3.3871,3.06048342128263,1.10672058422081,4,,
frame188,188,0.355657823386126,0.103904523987743,3.4029,3.04724217661387,1.11671465632618,4,,
frame189,189,0.318254002683818,0.093214417150362,3.407,3.08874599731618,1.10303663783307,4,,
frame190,190,0.673516488688789,-0.042824505893559,3.4389,3.62506068851794,0.948646187053478,4,,
frame191,191,0.304998079475887,0.088818639177972,3.421,3.11600192052411,1.09788122320046,4,,
frame192,192,0.200878312686557,0.059069484199788,3.37066666666667,3.16978835398011,1.06337278400128,4,,
frame193,193,0.374749039257937,0.035723199134292,3.4283,3.30785170844035,1.03641284500521,4,,
frame194,194,0.255500423363935,0.012545722593149,3.4715,3.43641653658185,1.01020931631677,4,,
frame195,195,0.612139039240912,-0.074105464300799,3.4298,3.68482032743383,0.930791652028409,4,,
frame196,196,0.156247644771726,0.043064264166507,3.454,3.30401474636758,1.04539484994651,4,,
frame197,197,0.189582804449923,0.054694672110479,3.43933333333333,3.24975052888341,1.05833764861793,4,,
frame198,198,0.21751027526795,0.062598014641736,3.46877777777778,3.25126750250983,1.06690014743482,4,,
frame199,199,0.247987123790029,0.070435435517885,3.50088888888889,3.25290176509886,1.07623566332397,4,,
frame200,200,0.18223595437138,0.051458596478109,3.50322222222222,3.32098626785084,1.05487404634447,4,,
frame201,201,0.249640558862071,0.071045732562383,3.50277777777778,3.25313721891571,1.07673840421194,4,,
frame202,202,0.27511398198472,0.077133425957714,3.55877777777778,3.28366379579306,1.08378262791008,4,,
frame203,203,0.224068989915606,0.06264534649836,3.5806,3.35653101008439,1.06675612090054,4,,
frame204,204,0.232163581010094,0.06427312778496,3.58022222222222,3.34805864121213,1.06934274631643,4,,
frame205,205,0.341417371002446,0.094935514106253,3.58244444444444,3.241027073442,1.1053423384828,4,,
frame206,206,0.293410425280113,0.078242436989399,3.6812,3.38778957471989,1.08660822014141,4,,
frame207,207,0.197473554086034,0.047628806510077,3.60333333333333,3.42635465326509,1.05165217789104,4,,
frame208,208,0.270225649796901,0.071662522937354,3.68033333333333,3.41010768353643,1.07924255621062,4,,
frame209,209,0.596734986530039,-0.053723210416383,3.72655555555556,3.96001840851867,0.941045008159333,4,,
frame210,210,0.260183910187539,0.069359199841888,3.704375,3.44419108981246,1.07554282076774,4,,
frame211,211,0.302979062243879,0.081303319750521,3.698,3.39502093775612,1.08924217782413,4,,
frame212,212,0.331697730542699,0.086485766874898,3.803125,3.4714272694573,1.09555082241275,4,,
frame213,213,0.273642164214959,0.072883269901385,3.74228571428571,3.46864355007075,1.07889025213022,4,,
frame214,214,0.281319415281757,0.073423340793018,3.788,3.50668058471824,1.08022384944546,4,,
frame215,215,0.318315744650551,0.081153598040115,3.85128571428571,3.53296996963516,1.09009862732669,4,,
frame216,216,0.276930083637988,0.070420855376952,3.84185714285714,3.56492705921915,1.07768183725438,4,,
frame217,217,0.245491353200059,0.056564794610846,3.90075,3.67789524958468,1.06059301184298,4,,
frame218,218,0.266046684904335,0.066914995998403,3.92711111111111,3.66106442620678,1.07266921690859,4,,
frame219,219,0.30833365490926,0.079291803066822,3.84542857142857,3.53709491651931,1.08717143932702,4,,
frame220,220,0.242562484383196,0.061666727645489,3.85414285714286,3.61158037275966,1.06716242180645,4,,
frame221,221,0.324934147015812,0.082298752159444,3.883,3.55806585298419,1.09132325270014,4,,
frame222,222,0.299269106444196,0.074866688598082,3.957375,3.6581058935558,1.08180985328265,4,,
frame223,223,0.277657306189777,0.070186902020996,3.88242857142857,3.60477126523879,1.07702494437504,4,,
frame224,224,0.209447109707892,0.051972804713168,3.988625,3.77917789029211,1.05542134183361,4,,
frame225,225,0.207024320238001,0.040013025914208,3.951875,3.79719961714656,1.04073406679886,4,,
frame226,226,0.2387244299234,0.061671551754181,3.83685714285714,3.59813271293374,1.0663467551003,4,,
frame227,227,0.274900722212446,0.070695873304854,3.85757142857143,3.58267070635898,1.07673066958806,4,,
frame228,228,0.371062221011934,0.091812090192716,3.991625,3.62056277898807,1.10248744288192,4,,
frame229,229,0.318180695843997,0.079874856644375,3.885,3.566819304156,1.08920572328216,4,,
frame230,230,0.327324805200969,0.074495035958588,3.954,3.66261602330716,1.07955624472743,4,,
frame231,231,0.279415223767656,0.071283240861962,3.877,3.59758477623234,1.07766744667523,4,,
frame232,232,0.303906575278542,0.078119760989091,3.869875,3.56596842472146,1.08522413523678,4,,
frame233,233,0.298333496647314,0.07679378095144,3.85775,3.55941650335269,1.08381528162448,4,,
frame234,234,0.31998979187792,0.08292574145067,3.83077777777778,3.51078798589986,1.09114472111762,4,,
frame235,235,0.35722651175491,0.09318499135971,3.81177777777778,3.45455126602287,1.10340750049606,4,,
frame236,236,0.349495702758954,0.091061757236507,3.80011111111111,3.45061540835216,1.10128503510215,4,,
frame237,237,0.417566863404374,0.107767739610304,3.83522222222222,3.41765535881785,1.12217933628884,4,,
frame238,238,0.341036432724807,0.088385111389513,3.804,3.46296356727519,1.09848109172952,4,,
frame239,239,0.443396720907752,0.056231836299001,3.86311111111111,3.65691777772557,1.05638445978782,4,,
frame240,240,0.359725967452862,0.093719914834914,3.778375,3.41864903254714,1.10522459721021,4,,
frame241,241,0.348787259704843,0.09234541696943,3.7332,3.38441274029516,1.10305695152135,4,,
frame242,242,0.674660974861228,-0.007654535839628,3.7816,3.85856473685025,0.980053532310805,4,,
frame243,243,0.359944793810481,0.096591276804528,3.68222222222222,3.32227742841174,1.10834278640678,4,,
frame244,244,0.441455009294555,0.117494166135213,3.6996,3.25814499070544,1.13549274527496,4,,
frame245,245,0.318194098868835,0.088054266788062,3.5588,3.24060590113116,1.09818969309343,4,,
frame246,246,0.331162199891987,0.092289044847901,3.5319,3.20073780010801,1.1034643324676,4,,
frame247,247,0.346224729842872,0.09669062401956,3.52766666666667,3.18144193682379,1.10882635506733,4,,
frame248,248,0.257999283905689,0.073814060248472,3.46222222222222,3.20422293831653,1.08051851849024,4,,
frame249,249,0.269080119106779,0.078034527283679,3.4321,3.16301988089322,1.08507063794705,4,,
frame250,250,0.193663907756291,0.056383462082532,3.4499,3.25623609224371,1.05947477463861,4,,
frame251,251,0.320151511343282,0.092887455524569,3.4309,3.11074848865672,1.10291783874868,4,,
frame252,252,0.182351959453911,0.053804266251575,3.3788,3.19644804054609,1.05704831023086,4,,
frame253,253,0.184305546970117,0.051856704521868,3.3899,3.21332058000416,1.05495231975753,4,,
frame254,254,0.190600800858186,0.051736310032409,3.3555,3.18071677922985,1.054950890916,4,,
frame255,255,0.174657871615581,0.048691016150275,3.3296,3.16761216754483,1.05113878337597,4,,
frame256,256,0.277109182919658,0.071085595129983,3.3385,3.10150404002486,1.07641323593867,4,,
frame257,257,0.258851289493004,0.075925116127514,3.3203,3.06871070274894,1.0819853422565,4,,
frame258,258,0.300090865855736,0.089496358544492,3.3449,3.04480913414426,1.09855818628844,4,,
frame259,259,0.425014326935723,0.084522319911108,3.3589,3.07767471354373,1.09137589662049,4,,
frame260,260,0.385367128941311,0.1104334778466,3.3263,2.95422447774537,1.12594693634744,4,,
frame261,261,0.415356054234878,0.123191413893602,3.3153,2.89994394576512,1.14322899407812,4,,
frame262,262,0.487896948374644,0.143496081410969,3.3267,2.83880305162536,1.17186713537429,4,,
frame263,263,0.557268305813081,0.165595712801744,3.3105,2.75323169418692,1.20240516153787,4,,
frame264,264,0.568086375595892,0.168464289274651,3.3215,2.75341362440411,1.20632075419429,4,,
frame265,265,0.628975819416067,0.187685071827207,3.3055,2.67652418058393,1.23499724903619,4,,
frame266,266,0.585239907913724,0.175440225394499,3.2842,2.69896009208628,1.21683903723872,4,,
frame267,267,0.458825509389117,0.138631471480861,3.2667,2.80787449061088,1.16340670173235,4,,
frame268,268,0.478474465045025,0.141473629775712,3.2737,2.79522553495497,1.17117562037896,4,,
frame269,269,0.659511711310773,0.077088926257662,3.2997,3.0503491542486,1.08174501774792,4,,
frame270,270,0.429433487574574,0.116776813767265,3.2454,2.84971469494307,1.13885084908994,4,,
frame271,271,0.364739486936096,0.068091130414288,3.2046,2.98617342104239,1.07314597920484,4,,
frame272,272,0.453648417888759,0.062797200403835,3.146,2.93637446532816,1.0713892376967,4,,
frame273,273,0.427220827759866,0.059712394563342,3.1682,2.98588238022332,1.06105987998196,4,,
frame274,274,0.402136850845818,0.125136293704374,3.1699,2.76776314915418,1.14529308657379,4,,
frame275,275,0.292355481844476,0.089736256018409,3.1847,2.89234451815552,1.10107906579224,4,,
frame276,276,0.380778805321554,0.026459543537973,3.1545,3.06621931961527,1.02879137830095,4,,
frame277,277,0.175095060758197,0.044327753826198,3.14633333333333,3.00231010097341,1.04797080498554,4,,
frame278,278,0.237670583648397,0.037556882617339,3.2209,3.10184786105221,1.0383810374592,4,,
frame279,279,0.450014498003772,-0.003650180181661,3.14366666666667,3.14495079242511,0.999591686534002,4,,
frame280,280,0.454966331994765,-0.053642230825132,3.1281,3.29185328768378,0.950254986060149,4,,
frame281,281,0.22645836081127,0.016813250577215,3.08477777777778,3.0245387715352,1.0199167578242,4,,
frame282,282,0.262847983259643,0.007951641716755,3.10133333333333,3.06522770524567,1.01177910144355,4,,
frame283,283,0.305796847384285,0.077414848044168,3.061375,2.81216372065146,1.08861905070406,4,,
frame284,284,0.2420274079917,0.053037666488591,3.03557142857143,2.8662354573515,1.059079574494,4,,
frame285,285,0.195093608339054,0.049039911471186,2.9962,2.84646024551594,1.05260560189447,4,,
frame286,286,0.193468306951096,0.06172505810186,2.94716666666667,2.75742506012807,1.06881115620592,4,,
frame287,287,0.363588335938523,-0.034836281224581,2.994,3.09991128638902,0.965834091170914,4,,
frame288,288,0.37687309520926,-0.10057369880868,2.94733333333333,3.2539175524331,0.905779967021439,4,,
frame289,289,0.272653650916306,0.084303160914295,3.01025,2.74958564158529,1.0948013236876,4,,
frame290,290,0.248544243709779,0.076029982357388,3.00075,2.76555932520021,1.08504271546688,4,,
frame291,291,0.254149071042633,0.083701205387594,2.97475,2.72060092895737,1.09341651998187,4,,
frame292,292,4.53121217684505,-1.3104139728685,3.187,7.57209011301806,0.420887753900453,4,,
frame293,293,4.11845320934598,-1.20229343352836,3.1695,7.05363045951884,0.449343074915808,4,,
frame294,294,3.31202568892013,-0.952267275558457,3.147,6.24302458520996,0.504082589624171,4,,
frame295,295,0.996954316050241,-0.208910106780514,3.11385714285714,3.85211497222282,0.808350001313779,4,,
frame296,296,0.197044227163274,0.02247942835165,3.09811111111111,3.03721593784954,1.02004966867937,4,,
frame297,297,0.301494219175459,0.106234749533284,2.838,2.53650578082454,1.1188620272245,4,,
frame298,298,0.35726798647572,0.000755330093972,3.02277777777778,3.02671108657928,0.998700467706037,4,,
frame299,299,0.40416413477568,0.133315154341678,3.0384,2.63423586522432,1.15342746642821,4,,
frame300,300,0.475419870808413,0.135601608605688,3.0499,2.63995466885215,1.15528498878585,4,,
frame1,1,0.736885450204248,0.309271664366576,2.37046666666667,1.63358121646242,1.4510858981349,5,,
frame2,2,0.626939843194416,0.265855479074118,2.3375625,1.71062265680558,1.36649803549613,5,,
frame3,3,0.59724568338895,0.25193684961183,2.341,1.74375431661105,1.34250563723317,5,,
frame4,4,0.592519049062917,0.247319869197631,2.36973333333333,1.77721428427042,1.33339764051365,5,,
frame5,5,0.543932776247478,0.227272916013757,2.36753333333333,1.82360055708586,1.29827407879097,5,,
frame6,6,0.448203937804012,0.190629233127412,2.32394117647059,1.87573723866658,1.23894814719498,5,,
frame7,7,0.434558818200088,0.181175598866655,2.371,1.93644118179991,1.22441105998178,5,,
frame8,8,0.43285744014186,0.180485001811036,2.37486666666667,1.94200922652481,1.22289154666708,5,,
frame9,9,0.419511700308767,0.174761845342717,2.37093333333333,1.95142163302457,1.21497747755238,5,,
frame10,10,0.388298340510731,0.163054495203972,2.37113333333333,1.9828349928226,1.19582988091106,5,,
frame11,11,0.422311987739749,0.177073622390342,2.3734,1.95108801226025,1.21644948105161,5,,
frame12,12,0.375935905245786,0.157593344271007,2.3738,1.99786409475421,1.18816890810185,5,,
frame13,13,0.512409376856354,0.217485438965446,2.347,1.83459062314365,1.279304478281,5,,
frame14,14,0.375241563185799,0.158218278930975,2.35093333333333,1.97569177014753,1.18992920295344,5,,
frame15,15,0.384244428037021,0.161777656939166,2.3466,1.96235557196298,1.1958077493839,5,,
frame16,16,0.321769042532788,0.136218751392871,2.33453333333333,2.01276429080055,1.15986424441424,5,,
frame17,17,0.318340451966799,0.135071431351778,2.3375,2.0191595480332,1.15765987996188,5,,
frame18,18,0.337619894480832,0.140575723888844,2.35521428571429,2.01759439123345,1.16733784349709,5,,
frame19,19,0.299168667359962,0.125305042646242,2.33735714285714,2.03818847549718,1.14678164995854,5,,
frame20,20,0.330140214580965,0.135511157533234,2.34414285714286,2.01400264256189,1.16392243366722,5,,
frame21,21,0.34458543578658,0.140882011280776,2.36171428571429,2.01712884992771,1.17082966008787,5,,
frame22,22,0.330369900705321,0.141929069657375,2.33007142857143,1.99970152786611,1.16520960558442,5,,
frame23,23,0.315465919758815,0.135114745417837,2.31685714285714,2.00139122309833,1.15762331528088,5,,
frame24,24,0.410007377771054,0.169808829761661,2.34357142857143,1.93356405080037,1.2120474765764,5,,
frame25,25,0.519031745582994,0.218424750454053,2.338,1.81896825441701,1.28534403738088,5,,
frame26,26,0.452155641757242,0.188497107824592,2.34621428571429,1.89405864395704,1.23872314788132,5,,
frame27,27,0.331524728605113,0.146386005623078,2.29242857142857,1.96090384282346,1.16906730527274,5,,
frame28,28,0.334138617322911,0.145534506064861,2.2489375,1.91479888267709,1.1745032443594,5,,
frame29,29,0.377440755563437,0.164516689039305,2.29042857142857,1.91298781586513,1.197304317588,5,,
frame30,30,0.336627455380045,0.151049592137723,2.25106666666667,1.91443921128662,1.17583606384337,5,,
frame31,31,0.333088672339789,0.149062854355292,2.2350625,1.90197382766021,1.17512789476685,5,,
frame32,32,0.351314237190048,0.154605223885534,2.26157142857143,1.91025719138138,1.1839093912459,5,,
frame33,33,0.305479546883954,0.140040037173082,2.19915384615385,1.89367429926989,1.16131578012213,5,,
frame34,34,0.30792056696842,0.140103664149983,2.20615384615385,1.89823327918543,1.16221429175478,5,,
frame35,35,0.305820561389753,0.140274328790034,2.17593333333333,1.87011277194358,1.1635305453114,5,,
frame36,36,0.263198456234848,0.120762835523604,2.18566666666667,1.92246821043182,1.13690653234559,5,,
frame37,37,0.332400460162102,0.151390956938689,2.20025,1.8678495398379,1.17795890572158,5,,
frame38,38,0.375181317254204,0.170983995904503,2.19566666666667,1.82048534941246,1.20608862212228,5,,
frame39,39,0.346218699689078,0.156508939164802,2.20969230769231,1.86347360800323,1.18579211328894,5,,
frame40,40,0.348170511709109,0.157654145179938,2.1995,1.85132948829089,1.18806512504186,5,,
frame41,41,0.414796969462221,0.187840920184136,2.19975,1.78495303053778,1.23238536945549,5,,
frame42,42,0.437563816174439,0.199065763457585,2.18990909090909,1.75234527473465,1.24970182673657,5,,
frame43,43,0.477792429375298,0.219468851081002,2.1718,1.6940075706247,1.28204857974696,5,,
frame44,44,0.510080015749362,0.235632475034758,2.16045454545455,1.65037452970518,1.30906924856655,5,,
frame45,45,0.495046289188601,0.227607410446402,2.175,1.6799537108114,1.2946785295349,5,,
frame46,46,0.424188167832612,0.193843179360784,2.17991666666667,1.75572849883406,1.2416023708189,5,,
frame47,47,0.41609239360774,0.191034737471035,2.17154545454545,1.75545306093771,1.2370284930236,5,,
frame48,48,0.481310067276982,0.220575074548394,2.17530769230769,1.69399762503071,1.28412676627469,5,,
frame49,49,0.486461042996827,0.226217877142989,2.1534,1.66693895700317,1.29182894847655,5,,
frame50,50,0.484396798610495,0.225085168067694,2.14763636363636,1.66323956502587,1.2912369383198,5,,
frame51,51,0.40927557388652,0.189921305828336,2.14890909090909,1.73963351702257,1.23526539922443,5,,
frame52,52,0.405469016618003,0.189016275630237,2.1431,1.737630983382,1.23334587176204,5,,
frame53,53,0.40669043467222,0.189605969976819,2.147,1.74030956532778,1.23368855907864,5,,
frame54,54,0.412333852881772,0.192641577232477,2.1478,1.73546614711823,1.23759256472185,5,,
frame55,55,0.415015082073369,0.194002470522667,2.14154545454545,1.72653037247209,1.24037519912212,5,,
frame56,56,0.338348808634226,0.158366447965526,2.13736363636364,1.79901482772941,1.18807449689632,5,,
frame57,57,0.330255069031714,0.153551549260328,2.1482,1.81794493096829,1.18166395659511,5,,
frame58,58,0.379638317534933,0.178175545419984,2.12844444444444,1.74880612690951,1.21708427920814,5,,
frame59,59,0.351875310644898,0.164526522484066,2.1345,1.7826246893551,1.19739169593359,5,,
frame60,60,0.366102609156515,0.171436502709857,2.12942857142857,1.76332596227206,1.20762049501318,5,,
frame61,61,0.955036745574206,0.348935603059629,2.737,1.78196325442579,1.53594637442844,5,,
frame62,62,1.10100140832052,0.386180781592604,2.851,1.74999859167949,1.62914416820409,5,,
frame63,63,0.415914493800101,0.196143398266182,2.114,1.6980855061999,1.2449314196968,5,,
frame64,64,1.11052055225511,0.389519660559493,2.851,1.74047944774489,1.63805438995215,5,,
frame65,65,1.23718960932658,0.431828833970883,2.865,1.62781039067342,1.76003299672682,5,,
frame66,66,1.27631769037361,0.449724344740526,2.838,1.56168230962639,1.8172710176111,5,,
frame67,67,0.413141801167987,0.19714981032436,2.0804,1.66725819883201,1.2477971327161,5,,
frame68,68,0.369444691234755,0.175067991254012,2.09416666666667,1.72472197543191,1.2142053597608,5,,
frame69,69,1.24917915316573,0.411591154255595,3.035,1.78582084683427,1.69949858373541,5,,
frame70,70,1.02577046474432,0.36978026847308,2.774,1.74822953525568,1.58674816095834,5,,
frame71,71,0.899894081208738,0.32581248414509,2.762,1.86210591879126,1.4832668604549,5,,
frame72,72,0.857243976136953,0.309028109638411,2.774,1.91675602386305,1.44723687598449,5,,
frame73,73,0.337441687632847,0.158812664789146,2.1026,1.76515831236715,1.19116794525944,5,,
frame74,74,0.317188764261592,0.147956421343207,2.12142857142857,1.80423980716698,1.17580188786525,5,,
frame75,75,0.994144182840949,0.343756633070868,2.892,1.89785581715905,1.52382492592567,5,,
frame76,76,0.857253623933278,0.309031587575082,2.774,1.91674637606672,1.44724416054064,5,,
frame77,77,0.293989948515005,0.134755804954932,2.15583333333333,1.86184338481833,1.1579026200121,5,,
frame78,78,0.240280984272293,0.112472558634761,2.1202,1.87991901572771,1.12781454002117,5,,
frame79,79,0.460034457023747,0.211974115818095,2.15366666666667,1.69363220964292,1.27162594948566,5,,
frame80,80,0.439773720428596,0.205617396427676,2.132,1.6922262795714,1.25987879146989,5,,
frame81,81,1.17153157014087,0.418553615627322,2.799,1.62746842985913,1.71984902972421,5,,
frame82,82,1.78542488890014,-0.623184952495685,2.865,4.65042488890014,0.616072739254068,5,,
frame83,83,2.26086630334302,-0.818561297372563,2.762,5.02286630334302,0.549885231498542,5,,
frame84,84,0.465542285925329,0.218583091808638,2.11183333333333,1.646291047408,1.28278249259649,5,,
frame85,85,1.23109027473958,0.309080266492084,2.84683333333333,1.61574305859376,1.76193443517625,5,,
frame86,86,1.00637309312,0.267812311637899,2.69766666666667,1.69129357354667,1.59503158343446,5,,
frame87,87,0.346600858601452,0.162267295776366,2.10075,1.75414914139855,1.19758916184579,5,,
frame88,88,0.328019234206111,0.151366737875315,2.12683333333333,1.79881409912722,1.18235304824732,5,,
frame89,89,0.385257854706961,0.182725148997001,2.0892,1.70394214529304,1.22609796686536,5,,
frame90,90,0.389411583541249,0.18500098362549,2.0902,1.70078841645875,1.22895945184766,5,,
frame91,91,0.617416202388127,0.287948733361753,2.1285,1.51108379761187,1.40859163691907,5,,
frame92,92,0.592633527280886,0.27568218374922,2.135,1.54236647271911,1.38423652080306,5,,
frame93,93,0.552493099757925,0.26142292504699,2.102,1.54950690024208,1.35656059335496,5,,
frame94,94,0.593398053487959,0.275704593369996,2.1345,1.54110194651204,1.3850478904598,5,,
frame95,95,1.26586386238366,0.441837299261311,2.865,1.59913613761634,1.79159230574987,5,,
frame96,96,1.13177721665469,0.391347585288621,2.892,1.76022278334531,1.64297384817605,5,,
frame97,97,1.06338314894523,0.385004760660836,2.762,1.69861685105477,1.6260288471087,5,,
frame98,98,0.961482657162699,0.352837672353284,2.725,1.7635173428373,1.5452073726793,5,,
frame99,99,0.350151847127817,0.152614944618065,2.22914285714286,1.87899101001504,1.18635099649839,5,,
frame100,100,1.01239163652035,0.361697619335603,2.799,1.78660836347965,1.5666556013141,5,,
frame101,101,0.945468619090609,0.346960961134168,2.725,1.77953138090939,1.53130202098906,5,,
frame102,102,0.864206185734362,0.32138571429318,2.689,1.82479381426564,1.47359114162832,5,,
frame103,103,1.0015774621478,0.35783403435077,2.799,1.7974225378522,1.55722983386234,5,,
frame104,104,0.94116470672165,0.343867265882956,2.737,1.79583529327835,1.52408186332251,5,,
frame105,105,0.897637684618335,0.326532442567601,2.749,1.85136231538167,1.48485252030923,5,,
frame106,106,0.844320873517326,0.311213001665067,2.713,1.86867912648267,1.45182763672571,5,,
frame107,107,0.92931708539329,0.339538577052718,2.737,1.80768291460671,1.51409297387505,5,,
frame108,108,0.788117577465803,0.294403278844155,2.677,1.8888824225342,1.41724014584689,5,,
frame109,109,0.941734588856146,0.350217400095257,2.689,1.74726541114385,1.53897626705701,5,,
frame110,110,1.06199072677367,0.37249762426295,2.851,1.78900927322633,1.59361946450868,5,,
frame111,111,0.995791685538682,0.358973210360015,2.774,1.77820831446132,1.55999720473714,5,,
