,frame,RMS,abs rel,mean GT,mean pred,scaling factor,file number,,,,,,,Rescaled_pred,Rescaled RMS
frame37,37,0.729269956839837,0.259624035291767,2.799375,2.07010504316016,1.35228645002794,2,,,,,,,2.51695438418439,0.282420615815614
frame38,38,0.771624953001042,0.274987780805389,2.79270588235294,2.0210809293519,1.38178825092792,2,,,,,,,2.45734800885181,0.335357873501132
frame39,39,0.811250905445658,0.287797649286366,2.80647058823529,1.99521968278964,1.40659728472175,2,,,,,,,2.4259043977508,0.380566190484491
frame40,40,0.7721514590242,0.273996878780299,2.7994375,2.0272860409758,1.3808793842691,2,,,,,,,2.46489254527895,0.334544954721048
frame41,41,0.867214199823758,0.307477198499578,2.80511764705882,1.93790344723507,1.44750124215996,2,,,,,,,2.35621597742611,0.448901669632718
frame42,42,0.794819915890855,0.280780485863719,2.81317647058824,2.01835655469738,1.39379559277624,2,,,,,,,2.45403555533477,0.359140915253462
frame43,43,0.836467585737263,0.298293655153402,2.7953125,1.95884491426274,1.42702083235216,2,,,,,,,2.38167783378006,0.413634666219936
frame44,44,0.767529606357854,0.272860299596197,2.79825,2.03072039364215,1.37795927433479,2,,,,,,,2.46906823144954,0.329181768550457
frame45,45,0.693012356290161,0.247558015643929,2.7850625,2.09205014370984,1.33125991667735,2,,,,,,,2.54363651667924,0.241425983320755
frame46,46,0.748841676496059,0.265790546736041,2.80158823529412,2.05274655879806,1.36479986936845,2,,,,,,,2.49584892701817,0.305739308275951
frame47,47,0.72961190910221,0.261201418257353,2.7870625,2.05745059089779,1.35461940730437,2,,,,,,,2.50156836345734,0.285494136542663
frame48,48,0.666882481304598,0.236717184963499,2.80664705882353,2.13976457751893,1.311661613764,2,,,,,,,2.6016505067236,0.204996552099926
frame49,49,0.500286394614002,0.177621742738857,2.79870588235294,2.29841948773894,1.21766539888946,2,,,,,,,2.79455239504567,0.00415348730727
frame50,50,0.609774493311483,0.213318441087799,2.83523529411765,2.22546080080616,1.27399920640732,2,,,,,,,2.70584497048935,0.129390323628295
frame51,51,0.600344191836642,0.211520538106151,2.82282352941176,2.22247933757512,1.27012363250659,2,,,,,,,2.7022199336945,0.12060359571726
frame52,52,0.618414543684804,0.2186823535244,2.809,2.1905854563152,1.28230560095338,2,,,,,,,2.66344149366748,0.145558506332521
frame53,53,0.582027277163216,0.204638086405535,2.81511764705882,2.23309036989561,1.2606375832387,2,,,,,,,2.71512144533905,0.099996201719771
frame54,54,0.628335633256031,0.219108870129753,2.83105882352941,2.20272319027338,1.28525401468082,2,,,,,,,2.67819925815922,0.152859565370195
frame55,55,0.573191038925323,0.19914114048737,2.83311764705882,2.2599266081335,1.25363259004182,2,,,,,,,2.74775050815452,0.085367138904308
frame56,56,0.8647413478611,0.302104390917526,2.83688235294118,1.97214100508008,1.43847845850454,2,,,,,,,2.3978439960653,0.439038356875874
frame57,57,0.764824819168016,0.26492884322966,2.85776470588235,2.09293988671434,1.36543085829794,2,,,,,,,2.54471831808994,0.313046387792417
frame58,58,0.627162247108175,0.192461954711693,2.86094117647059,2.29960708926859,1.24409999856999,2,,,,,,,2.79599635021432,0.064944826256268
frame59,59,0.629483782152237,0.160003477045064,2.88882352941176,2.41665392490915,1.19538155614084,2,,,,,,,2.93830871600166,0.049485186589892
frame60,60,0.556082736024294,0.167715099609121,2.90141176470588,2.40676369471126,1.20552415306978,2,,,,,,,2.92628359759551,0.024871832889627
frame61,61,0.649587524450359,0.194924581415341,2.91329411764706,2.33392366917776,1.24823881608494,2,,,,,,,2.83772044848556,0.075573669161504
frame62,62,0.526369908513473,0.132884617901868,2.92464705882353,2.52535503253551,1.15811322413828,2,,,,,,,3.0704738591715,0.145826800347967
frame63,63,0.582171693361692,0.194891776666302,2.94706666666667,2.36489497330498,1.2461723247473,2,,,,,,,2.87537716545481,0.071689501211857
frame64,64,0.534502433872547,0.177593225220686,2.9656,2.43109756612745,1.21986054419197,2,,,,,,,2.95587013695858,0.009729863041417
frame65,65,0.635642055817873,0.171409740345101,2.99275,2.48191065691836,1.20582503308798,2,,,,,,,3.01765165479156,0.024901654791557
frame66,66,0.585201285067823,0.143949479305623,3.01394117647059,2.57676309235403,1.16966173002624,2,,,,,,,3.1329787750308,0.119037598560209
frame67,67,0.673078803553877,0.127013885600939,3.032,2.66071365024612,1.13954389632253,2,,,,,,,3.23505075704898,0.203050757048984
frame68,68,0.390358240798063,0.110709115940147,3.0454375,2.70590886547373,1.12547674419435,2,,,,,,,3.29000173428908,0.244564234289075
frame69,69,0.467481086257814,0.149568952487828,3.0764375,2.60895641374219,1.17918317216625,2,,,,,,,3.17212129182099,0.095683791820993
frame70,70,0.354476879539308,0.084130941644547,3.08525,2.83018366499954,1.09012359803882,2,,,,,,,3.44110227990807,0.355852279908073
frame71,71,0.394634236059822,0.063985217416269,3.11241176470588,2.90794744356011,1.07031224776726,2,,,,,,,3.53565201496884,0.423240250262962
frame72,72,0.274836716332886,0.062003339219373,3.11235294117647,2.91912912470126,1.06619228140344,2,,,,,,,3.54924735471441,0.436894413537938
frame73,73,0.405369209983657,0.123723698110007,3.13023529411765,2.73751073649786,1.1434604629614,2,,,,,,,3.32842513124926,0.198189837131614
frame74,74,0.268439231596439,0.072779599545615,3.13811764705882,2.90511011600537,1.08020609262614,2,,,,,,,3.53220222673135,0.394084579672523
frame75,75,0.308653781177491,0.088341278793953,3.14482352941176,2.8629837851133,1.09844266173073,2,,,,,,,3.48098257796099,0.336159048549229
frame76,76,0.313352788670682,0.08124691765732,3.15441176470588,2.89673344060566,1.08895479317778,2,,,,,,,3.52201737647853,0.36760561177265
frame77,77,0.272300970626897,0.076124699010117,3.1606875,2.92007979563265,1.08239764705307,2,,,,,,,3.55040323585029,0.389715735850287
frame78,78,0.310732925327365,0.088467831625607,3.1748125,2.89336453798212,1.09727359215309,2,,,,,,,3.51792126828527,0.343108768285268
frame79,79,0.322402817383104,0.07419846926357,3.188625,2.95229094151865,1.08005107327253,2,,,,,,,3.58956742470401,0.400942424704014
frame80,80,0.370122328003074,0.085913725350968,3.2200625,2.94113583010294,1.09483637819179,2,,,,,,,3.57600438997946,0.355941889979463
frame81,81,0.389856435018732,0.090478069138877,3.2295,2.93969848344736,1.09858205465099,2,,,,,,,3.57425678012831,0.34475678012831
frame82,82,0.375285497520694,0.057379897314382,3.2345625,3.05149127415613,1.05999401911923,2,,,,,,,3.71018097181334,0.475618471813339
frame83,83,0.341191550682944,0.050481239722569,3.2525625,3.08686232594392,1.05367915914598,2,,,,,,,3.75318715846297,0.500624658462971
frame84,84,0.301160460870209,0.053922599443915,3.27541176470588,3.09505405803181,1.05827287772439,2,,,,,,,3.76314714385637,0.487735379150485
frame85,85,0.268727817102149,0.036474444360811,3.30447058823529,3.18092904527058,1.03883819513309,2,,,,,,,3.86755895925509,0.563088371019795
frame86,86,0.230101422110864,0.008883470334436,3.2870625,3.25312850783487,1.01043118711216,2,,,,,,,3.95534327456672,0.668280774566717
frame87,87,0.311501140568242,0.063235848503414,3.34135294117647,3.12902409473125,1.06785784960964,2,,,,,,,3.80444989469216,0.463096953515692
frame88,88,0.382103854374886,0.080219197927639,3.33982352941176,3.0702644171367,1.08779670922495,2,,,,,,,3.73300645339264,0.393182923980881
frame89,89,0.306854270055494,0.078514091144113,3.35947058823529,3.09303702948678,1.08613978953648,2,,,,,,,3.7606947229726,0.40122413473731
frame90,90,0.462276957076947,0.102671396608596,3.37223529411765,3.02316146292063,1.11546648615314,2,,,,,,,3.67573593588248,0.303500641764829
frame91,91,0.532317150293241,0.06697474598365,3.42829411764706,3.20929079363358,1.06824041138557,2,,,,,,,3.90204282620728,0.473748708560217
frame92,92,0.545714796280791,0.074716022119972,3.424,3.17469962945055,1.07852723080848,2,,,,,,,3.85998487236953,0.435984872369527
frame93,93,0.519318336716735,0.149070400522674,3.454875,2.93555666328326,1.1769062553662,2,,,,,,,3.56922091373353,0.114345913733528
frame94,94,0.605692009819433,0.149977981837343,3.50082352941176,2.97874782904801,1.17526683369186,2,,,,,,,3.62173525081454,0.120911721402776
frame95,95,0.58456122446236,0.124690564055985,3.51582352941176,3.08649103078254,1.13910051717221,2,,,,,,,3.75273571616184,0.23691218675008
frame96,96,0.464084184573676,0.115895128942084,3.50317647058824,3.10000781483049,1.13005407722812,2,,,,,,,3.76917021014174,0.265993739553502
frame97,97,0.36244142600717,0.100685886815301,3.56435294117647,3.20615801890306,1.11172091960581,2,,,,,,,3.89823381607097,0.333880874894495
frame98,98,0.339246900587555,0.093993760802009,3.56464705882353,3.23364648032438,1.10236139927885,2,,,,,,,3.93165588985291,0.367008831029382
frame99,99,0.529896640695511,0.147134988241292,3.59429411764706,3.06439747695155,1.17292033578576,2,,,,,,,3.72587308551377,0.13157896786671
frame100,100,0.513381564640348,0.14301213174873,3.59970588235294,3.08632431771259,1.1663407703766,2,,,,,,,3.75253301669319,0.15282713434025
frame101,101,0.550352758671056,0.15332505178404,3.60675,3.05639724132894,1.18006584721028,2,,,,,,,3.71614593268577,0.109395932685775
frame102,102,0.503863575665023,0.13893578905562,3.6388125,3.13494892433498,1.16072465224355,2,,,,,,,3.81165364790069,0.172841147900688
frame103,103,0.404074103431824,0.11168023909509,3.65175,3.24767589656818,1.12441946681281,2,,,,,,,3.9487136719394,0.296963671939396
frame104,104,0.5499357733319,0.150676918167289,3.6715625,3.1216267266681,1.17616961330892,2,,,,,,,3.79545574338593,0.123893243385935
frame105,105,0.348897773248423,0.094609353414745,3.70994117647059,3.36201757460986,1.10348655060231,2,,,,,,,4.08773694942617,0.377795772955583
frame106,106,0.212593673539645,0.056729085804296,3.72647058823529,3.51934660754198,1.05885296442512,2,,,,,,,4.2790267588522,0.552556170616906
frame107,107,0.333287158895266,0.062130213780384,3.72129411764706,3.49529665425558,1.06465759154272,2,,,,,,,4.24978542370177,0.528491306054715
frame108,108,0.351962449499686,0.094951277685908,3.7193125,3.3689336082452,1.10400290789266,2,,,,,,,4.09614586627662,0.376833366276617
frame109,109,0.397887977532778,0.091232094570726,3.765,3.42417331717772,1.09953546484125,2,,,,,,,4.16330952448718,0.398309524487179
frame110,110,0.521153464435372,0.116487969159047,3.77270588235294,3.33678198744222,1.13064200674521,2,,,,,,,4.05705405148873,0.284348169135788
frame111,111,0.494294331096947,0.122810551055004,3.75825,3.30519978074582,1.13707196215291,2,,,,,,,4.01865456356449,0.260404563564492
frame112,112,0.631663906323265,0.165689636245142,3.7701875,3.1497439890755,1.19698220333984,2,,,,,,,3.82964235006147,0.059454850061475
frame113,113,0.818415770166281,0.218501136037689,3.7655625,2.94714672983372,1.27769766665552,2,,,,,,,3.58331279226575,0.182249707734249
frame114,114,0.695513827718844,0.185256000896834,3.7895625,3.09404867228116,1.22479084894487,2,,,,,,,3.76192473725374,0.027637762746261
frame115,115,0.816379385562047,0.214570787306334,3.800125,2.99205935397039,1.27007005892357,2,,,,,,,3.63792017878439,0.162204821215611
frame116,116,0.887491933334511,0.234828649114805,3.79125,2.90375806666549,1.30563563250077,2,,,,,,,3.53055832632886,0.260691673671139
frame117,117,0.849034755737287,0.220676495965061,3.789375,2.95808915562845,1.28102122709514,2,,,,,,,3.59661723141422,0.192757768585779
frame118,118,0.996642895515095,0.227901826018164,3.782125,2.92925718104047,1.29115498102375,2,,,,,,,3.56156163600679,0.220563363993211
frame119,119,0.911243841925275,0.175806730088644,3.7741875,3.12200988709805,1.20889671605369,2,,,,,,,3.79592161217226,0.021734112172256
frame120,120,0.87983257228764,0.180589747436862,3.7741875,3.10849532041871,1.21415254358228,2,,,,,,,3.77948981419837,0.005302314198372
frame121,121,0.775745665688958,0.186349689131649,3.7795,3.08271371778871,1.22603016238274,2,,,,,,,3.7481430388329,0.031356961167103
frame122,122,0.772729201662264,0.172113847738247,3.7794375,3.13753154663629,1.20458948183386,2,,,,,,,3.81479375064352,0.035356250643523
frame123,123,0.643760917367479,0.137660317285735,3.7710625,3.26575783261549,1.15472814987626,2,,,,,,,3.97069874383669,0.199636243836685
frame124,124,0.583325898627807,0.156696842655961,3.7374,3.15407410137219,1.18494362525409,2,,,,,,,3.83490715300719,0.097507153007191
frame125,125,0.564213102440663,0.152634807636677,3.72593333333333,3.16172023089267,1.17845130537732,2,,,,,,,3.8442037629943,0.118270429660966
frame126,126,0.667194358499751,0.145343988381499,3.7506875,3.21782386822903,1.16559751359674,2,,,,,,,3.91241783571927,0.161730335719269
frame127,127,0.640690588937195,0.171332938888011,3.7726875,3.1319969110628,1.20456296961027,2,,,,,,,3.80806441808256,0.035376918082561
frame128,128,0.52861660594009,0.141737979284788,3.755,3.22638339405991,1.1638418443739,2,,,,,,,3.92282500618521,0.167825006185205
frame129,129,0.780056519258212,0.206288588496943,3.7729375,2.99288098074179,1.26063733381903,2,,,,,,,3.63891916050817,0.13401833949183
frame130,130,0.90256855021896,0.23975058375371,3.751875,2.84930644978104,1.31676780512265,2,,,,,,,3.46435287637062,0.28752212362938
frame131,131,0.92993836377454,0.247477844569274,3.7488125,2.81887413622546,1.3298970861536,2,,,,,,,3.42735149555776,0.321461004442239
frame132,132,0.741549258521933,0.200069097943703,3.7079375,2.96638824147807,1.2499838855053,2,,,,,,,3.6067077437691,0.101229756230897
frame133,133,0.576982274238346,0.156323008286549,3.70647058823529,3.12948831399695,1.18436952509384,2,,,,,,,3.80501431953615,0.098543731300857
frame134,134,0.709282242969519,0.192536361739282,3.69005882352941,2.98077658055989,1.23795216575282,2,,,,,,,3.62420192516477,0.065856898364641
frame135,135,0.376116068080282,0.103286461839294,3.66335294117647,3.28723687309619,1.11441708723778,2,,,,,,,3.99681421333163,0.333461272155159
frame136,136,0.50957390265492,0.140960950505948,3.6176875,3.10811359734508,1.16394957478073,2,,,,,,,3.77902569303366,0.161338193033657
frame137,137,0.45054436155128,0.124715865545931,3.6188,3.16825563844872,1.14220581069395,2,,,,,,,3.8521498924697,0.2333498924697
frame138,138,0.456843298902089,0.128151808699762,3.58566666666667,3.12882336776458,1.1460112141864,2,,,,,,,3.8042058391451,0.218539172478434
frame139,139,0.503311355666169,0.139814959889672,3.5994,3.09608864433383,1.16256361283043,2,,,,,,,3.76440505419155,0.165005054191548
frame140,140,0.538167683012002,0.150958740286684,3.55846666666667,3.02029898365466,1.17818357915043,2,,,,,,,3.67225556672831,0.113788900061643
frame141,141,0.52097225194613,0.14606016215637,3.56326666666667,3.04229441472054,1.17124320691164,2,,,,,,,3.69899889399868,0.135732227332011
frame142,142,0.515359652417785,0.125177863656594,3.5366,3.09643717550581,1.14215138223248,2,,,,,,,3.76482881870738,0.228228818707379
frame143,143,0.362838900379309,0.091719404254924,3.47633333333333,3.15827873209514,1.10070504481003,2,,,,,,,3.84001938814084,0.363686054807508
frame144,144,0.362663957102383,0.06314233031483,3.46092857142857,3.25062433907899,1.06469656607849,2,,,,,,,3.95229856021771,0.491369988789141
frame145,145,0.384921653160045,0.112348255834062,3.43835714285714,3.0534354896971,1.12606182591997,2,,,,,,,3.71254486240228,0.274187719545134
frame146,146,0.286715906834078,0.081811515066957,3.40914285714286,3.13249241138071,1.08831639775312,2,,,,,,,3.80866687625329,0.399524019110435
frame147,147,0.523489138486823,0.155768593916135,3.36807142857143,2.84458229008461,1.18403023189435,2,,,,,,,3.45860896762608,0.090537539054651
frame148,148,0.456427004343128,0.132903568556912,3.34507142857143,2.90098212170857,1.15308240045316,2,,,,,,,3.52718317063197,0.182111742060544
frame149,149,0.378152112508543,0.110537384718835,3.37025,2.99689461163216,1.12458075333003,2,,,,,,,3.64379916691142,0.273549166911415
frame150,150,0.373736271181006,0.111012689527706,3.351875,2.97813872881899,1.12549323762672,2,,,,,,,3.6209946712498,0.269119671249798
frame151,151,0.367547443207147,0.11228947238102,3.2895,2.92195255679285,1.12578829945499,2,,,,,,,3.5526802480378,0.263180248037801
frame152,152,0.376567697943394,0.114320354959367,3.30153333333333,2.92496563538994,1.12874260585738,2,,,,,,,3.55634372463764,0.254810391304307
frame153,153,0.48888273382082,0.149190562484793,3.2883125,2.79942976617918,1.17463654195836,2,,,,,,,3.40370989698411,0.115397396984108
frame154,154,0.386026757697042,0.118241548249048,3.24213333333333,2.85995724654131,1.13362999997787,2,,,,,,,3.47730273593905,0.235169402605718
frame155,155,0.398201323124731,0.12332628922716,3.24635714285714,2.84815581973241,1.13981023101543,2,,,,,,,3.46295387328378,0.216596730426636
frame156,156,0.521988862269698,0.161636722896021,3.23207692307692,2.71008806080722,1.19260955753379,2,,,,,,,3.29508304359353,0.063006120516607
frame157,157,0.482838676325068,0.150855414561281,3.20314285714286,2.72216612199598,1.17668897252832,2,,,,,,,3.30976825445369,0.106625397310831
frame158,158,0.568959377086502,0.14461967890787,3.20507142857143,2.74565426045446,1.16732520723164,2,,,,,,,3.33832650238644,0.133255073815011
frame159,159,0.649801492486855,0.202648249616349,3.19086666666667,2.54967420732923,1.25148015283454,2,,,,,,,3.10004252952425,0.090824137142413
frame160,160,0.543605608755995,0.128250502705903,3.15884615384615,2.7614403496009,1.14391250721845,2,,,,,,,3.35752014978977,0.198673995943611
frame161,161,0.655303786446776,0.15231462191174,3.13714285714286,2.66577667590814,1.17682133146962,2,,,,,,,3.24120667878801,0.104063821645153
frame162,162,0.650001341167566,0.148128456780904,3.1192,2.66177568492387,1.17184931009287,2,,,,,,,3.23634204071942,0.11714204071942
frame163,163,0.606800360001025,0.147018078600363,3.1055,2.65174714172144,1.17111467799452,2,,,,,,,3.22414875329966,0.118648753299664
frame164,164,0.608146463518714,0.147083826152608,3.09628571428571,2.6432568471527,1.17139040711122,2,,,,,,,3.21382575823794,0.117540043952225
frame165,165,0.512254096078096,0.148521203156463,3.08546153846154,2.63028838959094,1.17305066268471,2,,,,,,,3.19805795156357,0.11259641310203
frame166,166,0.492914093830418,0.088392637717337,3.05583333333333,2.7903808038615,1.09513129143681,2,,,,,,,3.39270764110677,0.336874307773436
frame167,167,0.561497249353115,0.139836665572797,3.05084615384615,2.62573088645012,1.16190359400113,2,,,,,,,3.19251667357426,0.141670519728104
frame168,168,0.650809274262079,0.172729338530635,3.03321428571429,2.51189140849323,1.20754196437726,2,,,,,,,3.05410400022535,0.020889714511069
frame169,169,0.778898159748753,0.222796442467003,3.02807692307692,2.3554470962996,1.28556354665491,2,,,,,,,2.86388988584623,0.164187037230693
frame170,170,0.749016336994902,0.228414308478485,3.00328571428571,2.32043716778222,1.29427581836061,2,,,,,,,2.82132277391973,0.181962940365981
frame171,171,0.659189631180235,0.200549756065712,2.95369230769231,2.36847854981035,1.24708425496563,2,,,,,,,2.8797342866676,0.073958021024711
frame172,172,0.594832974282027,0.158031642395179,2.94883333333333,2.48712416987796,1.18563977184864,2,,,,,,,3.02399054775934,0.075157214426009
frame173,173,0.704197439781222,0.198868365509414,2.9645,2.37890780348602,1.24616010576612,2,,,,,,,2.89241478123936,0.072085218760644
frame174,174,0.718455073326376,0.221908349799708,2.89492307692308,2.26064090944143,1.2805762581897,2,,,,,,,2.74861899732349,0.146304079599586
frame175,175,0.786305334953957,0.242252496291995,2.92566666666667,2.22395211748631,1.31552592506959,2,,,,,,,2.70401062536335,0.221656041303321
frame176,176,0.844747871375834,0.216046769503573,2.91016666666667,2.29461627489736,1.26825853128617,2,,,,,,,2.78992822717205,0.120238439494615
frame177,177,0.763220644597576,0.199860446874042,2.914,2.33998784877018,1.24530561196354,2,,,,,,,2.84509363153346,0.068906368466538
frame178,178,0.716163744057376,0.166212170379845,2.89916666666667,2.42748116847173,1.19431067244567,2,,,,,,,2.95147310987795,0.052306443211285
frame179,179,0.791333490828892,0.186582041894552,2.88625,2.36078620885268,1.22257999863643,2,,,,,,,2.87038149012135,0.015868509878655
frame180,180,0.791631378138696,0.199159932764935,2.89233333333333,2.32972050693207,1.24149370052211,2,,,,,,,2.83260999881215,0.059723334521182
frame181,181,0.708036778869514,0.188818452092514,2.888,2.35161375484891,1.22809283371688,2,,,,,,,2.85922908585336,0.028770914146636
frame182,182,0.653341862291933,0.195267243623745,2.90072727272727,2.34185349723201,1.23864591707203,2,,,,,,,2.84736199568768,0.053365277039597
frame183,183,0.714209803344897,0.174881416275029,2.91408333333333,2.41523915576733,1.20654028251191,2,,,,,,,2.93658855720784,0.022505223874507
frame184,184,0.752471604357918,0.228122305974669,2.91292307692308,2.25655363193265,1.29087252157542,2,,,,,,,2.74364944706849,0.169273629854585
frame185,185,0.883364035879336,0.292654427020674,2.91407692307692,2.06995508251555,1.4077971776738,2,,,,,,,2.516772053291,0.397304869785922
frame186,186,0.717573209833627,0.221132766392034,2.91446153846154,2.27731813081526,1.27977795417551,2,,,,,,,2.76889613523567,0.145565403225866
frame187,187,0.690765187658581,0.200062653377037,2.92130769230769,2.34508923081825,1.24571280867142,2,,,,,,,2.85129618920256,0.070011503105131
frame188,188,0.818686752631377,0.237268896657316,2.94290909090909,2.25416604470242,1.30554228594885,2,,,,,,,2.74074647933428,0.202162611574815
frame189,189,0.80493079648952,0.248472043230856,2.93058333333333,2.21312078081587,1.32418590017169,2,,,,,,,2.69084125484791,0.23974207848542
frame190,190,0.703218223116592,0.217895338088692,2.92641666666667,2.29960217630411,1.27257518575233,2,,,,,,,2.79599037674571,0.130426289920957
frame191,191,0.700916423084953,0.211961245570765,2.93891666666667,2.32728834392521,1.26280728141743,2,,,,,,,2.82965283325025,0.109263833416419
frame192,192,0.685413831020979,0.19339244670155,2.94525,2.38529194207045,1.23475451706909,2,,,,,,,2.90017698908113,0.045073010918866
frame193,193,0.620014857091835,0.209450572831709,2.93875,2.32889058359842,1.26186692526331,2,,,,,,,2.83160092964435,0.107149070355652
frame194,194,0.677675387900115,0.223891222118785,2.96266666666667,2.30576530595566,1.28489515347215,2,,,,,,,2.80348386904361,0.159182797623053
frame195,195,0.607752300591852,0.187782800282928,3.0252,2.46126852678947,1.22912228676898,2,,,,,,,2.99255374968839,0.032646250311609
frame196,196,0.624840197724647,0.222477257258165,2.8205,2.19565980227535,1.28457969539595,2,,,,,,,2.66961117928488,0.150888820715124
frame197,197,0.73132289641568,0.228346236475988,3.01372727272727,2.33131466339806,1.29271578823879,2,,,,,,,2.83454826717172,0.179179005555548
frame198,198,0.676095805369496,0.224810793202269,3.0258,2.3497041946305,1.28773656144229,2,,,,,,,2.85690733122576,0.168892668774239
frame199,199,0.718395510717881,0.237766346895501,3.02009090909091,2.30611630816949,1.30960043012234,2,,,,,,,2.80391063799618,0.216180271094729
frame200,200,0.682885512430465,0.190719770137339,3.04218181818182,2.46860502315922,1.23234854893415,2,,,,,,,3.00147388964139,0.040707928540425
