,frame,RMS,abs rel,mean GT,mean pred,scaling factor,file number,,,,,,,,
frame60,60,0.488160243412933,0.305598522093095,1.594,1.10583975658707,1.4414385000224,4,,,,,,,,
frame61,61,0.333147773262749,0.207246259140126,1.59966666666667,1.26651889340392,1.26304208725018,4,,,,,,,,
frame62,62,0.44719810293687,0.273538391181771,1.62842857142857,1.1812304684917,1.37858666438556,4,,,,,,,,
frame63,63,0.44853434581559,0.272084685224325,1.64228571428571,1.19375136847012,1.37573514691792,4,,,,,,,,
frame64,64,0.470701077388773,0.284349220985868,1.64942857142857,1.1787274940398,1.39932985339602,4,,,,,,,,
frame65,65,0.529274133847113,0.316901572253326,1.66257142857143,1.13329729472432,1.46702143939721,4,,,,,,,,
frame66,66,0.570235878893623,0.339084773356773,1.67585714285714,1.10562126396352,1.51576059314326,4,,,,,,,,
frame67,67,0.518911643323249,0.304786528704505,1.69685714285714,1.17794549953389,1.44052262479765,4,,,,,,,,
frame68,68,0.563229789633804,0.327413292433412,1.71514285714286,1.15191306750905,1.48895164532837,4,,,,,,,,
frame69,69,2.2484015550473,-0.681051970586172,1.716875,2.82120591588875,0.608560683334291,4,,,,,,,,
frame70,70,0.493430992769962,0.280754427534298,1.75014285714286,1.2567118643729,1.39263653567573,4,,,,,,,,
frame71,71,0.71066146638674,0.07974610979605,1.75977777777778,1.59911930668585,1.10046684473149,4,,,,,,,,
frame72,72,0.649962321842957,0.032001201429725,1.77688888888889,1.70416149175208,1.04267635285083,4,,,,,,,,
frame73,73,0.714669384083613,-0.084040834516261,1.788625,1.91697823353182,0.933043979693321,4,,,,,,,,
frame74,74,0.64770863060712,-0.091527418611091,1.8005,1.9448118130797,0.925796515575883,4,,,,,,,,
frame75,75,0.458312846159849,0.07367473058543,1.822375,1.67700883885376,1.08668180976649,4,,,,,,,,
frame76,76,1.03222369217881,-0.278627715304004,1.833875,2.30043118177572,0.797187507510839,4,,,,,,,,
frame77,77,0.696470322325775,-0.03649967578567,1.8515,1.89765378493386,0.975678500841253,4,,,,,,,,
frame78,78,0.77142647104293,-0.091494999467682,1.866875,2.00698936360602,0.930186793140611,4,,,,,,,,
frame79,79,0.419216434952409,0.219913504858357,1.90114285714286,1.48192642219045,1.28288613299219,4,,,,,,,,
frame80,80,1.02970332320969,-0.216280053047138,1.895375,2.27089267947182,0.834638737943724,4,,,,,,,,
frame81,81,0.293888662753986,0.153659152568539,1.91057142857143,1.61668276581744,1.18178499144536,4,,,,,,,,
frame82,82,0.2622056272798,0.135786332403348,1.93,1.6677943727202,1.15721699963056,4,,,,,,,,
frame83,83,0.319117818505332,0.166146780243355,1.92228571428571,1.60316789578038,1.19905452157897,4,,,,,,,,
frame84,84,0.35012587550964,0.181548281997848,1.92942857142857,1.57930269591893,1.2216964970771,4,,,,,,,,
frame85,85,0.262780402453702,0.136270409246545,1.92825,1.6654695975463,1.157781566737,4,,,,,,,,
frame86,86,0.300560133817704,0.154439853281593,1.94577777777778,1.64521764396007,1.18268715687625,4,,,,,,,,
frame87,87,0.317649091327575,0.162296448618649,1.95755555555556,1.63990646422798,1.19369951778141,4,,,,,,,,
frame88,88,1.50441014788642,-0.479005480145269,1.9686,2.89331309750157,0.6803964637287,4,,,,,,,,
frame89,89,0.295044144928593,0.147956317369816,1.99177777777778,1.69673363284918,1.17388948932022,4,,,,,,,,
frame90,90,0.571192657956254,-0.043608580703762,2.0005,2.07187621441167,0.965549961954684,4,,,,,,,,
frame91,91,0.615419298455567,-0.039654666624506,2.0153,2.07550209162287,0.970993962441253,4,,,,,,,,
frame92,92,0.419709955757204,0.057915414010898,2.02044444444444,1.89311115565289,1.06726139054822,4,,,,,,,,
frame93,93,0.410103632437802,0.119877077981474,2.03344444444444,1.78265205579136,1.14068499112787,4,,,,,,,,
frame94,94,0.351565047440002,0.122221402682694,2.061,1.80555587222715,1.14147672287635,4,,,,,,,,
frame95,95,0.517408553860469,-0.015278736624496,2.0783,2.09834365808695,0.99044786681643,4,,,,,,,,
frame96,96,0.303799993595532,0.120507975995121,2.0889,1.83425152619845,1.13882963713778,4,,,,,,,,
frame97,97,0.436202867663417,0.056396681031314,2.1179,1.99090235479133,1.06378898739209,4,,,,,,,,
frame98,98,0.308399935599196,0.144357975070061,2.1358,1.8274000644008,1.1687643234818,4,,,,,,,,
frame99,99,0.450625789517859,0.083612062181868,2.15077777777778,1.9622655267438,1.09606867595885,4,,,,,,,,
frame100,100,0.471202112266187,0.058208847830632,2.16422222222222,2.02921489833759,1.06653180202611,4,,,,,,,,
frame101,101,0.813293361729849,-0.045550643311081,2.1799,2.25921096826306,0.964894394823146,4,,,,,,,,
frame102,102,0.55214152509389,-0.035141128629188,2.2119,2.27148638024105,0.973767670033432,4,,,,,,,,
frame103,103,0.392257003319826,0.094459004114677,2.2168,2.00036703604942,1.10819662594422,4,,,,,,,,
frame104,104,0.345307308043934,0.149654716317926,2.2338,1.89701834236035,1.17753210399675,4,,,,,,,,
frame105,105,0.416272557051227,0.184910898199088,2.2484,1.83212744294877,1.22720720583784,4,,,,,,,,
frame106,106,0.416678529602989,0.184337164066124,2.2619,1.84522147039701,1.22581491505913,4,,,,,,,,
frame107,107,0.403292807289002,0.176601050661261,2.28488888888889,1.88159608159989,1.21433548423745,4,,,,,,,,
frame108,108,0.400446151659692,0.173684547709482,2.299625,1.89917884834031,1.21085225965403,4,,,,,,,,
frame109,109,0.356119974372009,0.154444443856986,2.30022222222222,1.94410224785021,1.18317965259585,4,,,,,,,,
frame110,110,0.326030482264078,0.140739935685956,2.30322222222222,1.97719173995814,1.16489573351696,4,,,,,,,,
frame111,111,0.341536978263088,0.146570214539452,2.31644444444444,1.97490746618136,1.1729382181756,4,,,,,,,,
frame112,112,0.349841406241843,0.133515813244652,2.31622222222222,2.004429674907,1.15555175181174,4,,,,,,,,
frame113,113,0.410288654129429,0.175102942638863,2.34425,1.93396134587057,1.21214935603831,4,,,,,,,,
frame114,114,0.43676380779213,0.176811785484999,2.33966666666667,1.92546422171417,1.21511822462416,4,,,,,,,,
frame115,115,0.473382319045867,0.201184736873164,2.35366666666667,1.8802843476208,1.25176102733869,4,,,,,,,,
frame116,116,0.402685459643622,0.170342931305626,2.366,1.96331454035638,1.20510491384153,4,,,,,,,,
frame117,117,0.439285953162507,0.184400180206653,2.38255555555556,1.94326960239305,1.22605507368692,4,,,,,,,,
frame118,118,0.457814849631716,0.167233106532518,2.3892,1.98982645959248,1.20070772427527,4,,,,,,,,
frame119,119,0.449852282216003,0.187344344670716,2.40177777777778,1.95192549556178,1.23046590827307,4,,,,,,,,
frame120,120,0.51809829051746,0.214348414083442,2.41811111111111,1.90001282059365,1.27268147083112,4,,,,,,,,
frame121,121,0.421333526086665,0.173202406594563,2.4288,2.00746647391334,1.20988321925263,4,,,,,,,,
frame122,122,0.454199028588889,0.18617747248021,2.44333333333333,1.98913430474445,1.22834005099884,4,,,,,,,,
frame123,123,0.457499678322487,0.186506350576712,2.45233333333333,1.99483365501085,1.22934226980445,4,,,,,,,,
frame124,124,0.417275843368514,0.168421433560696,2.4712,2.05392415663149,1.20316029782368,4,,,,,,,,
frame125,125,0.550004773438931,0.220945109200177,2.48722222222222,1.93721744878329,1.28391483557221,4,,,,,,,,
frame126,126,0.463596235723553,0.184196006680653,2.51055555555556,2.046959319832,1.22648043428709,4,,,,,,,,
frame127,127,0.391141015829521,0.154404473533026,2.52766666666667,2.13652565083715,1.18307340034802,4,,,,,,,,
frame128,128,0.383992417973322,0.150500460453063,2.5461,2.16210758202668,1.17760097654964,4,,,,,,,,
frame129,129,0.362741534266115,0.072728516148647,2.5697,2.37808906756534,1.08057348862498,4,,,,,,,,
frame130,130,0.374951878445852,0.08888309155131,2.5809,2.34381226104219,1.10115474814198,4,,,,,,,,
frame131,131,0.326374479084399,0.126431642390105,2.5718,2.2454255209156,1.14535083708825,4,,,,,,,,
frame132,132,0.322492467623675,0.066514216594145,2.6123,2.43138176989258,1.07440963502635,4,,,,,,,,
frame133,133,0.298749823717918,0.111451142097637,2.65277777777778,2.35402795405986,1.12691005780228,4,,,,,,,,
frame134,134,0.921448164026355,-0.159833196006275,2.6609,3.05864105125602,0.869961514087216,4,,,,,,,,
frame135,135,0.603268923011939,-0.069548976107189,2.6696,2.84413614049115,0.938632986654075,4,,,,,,,,
frame136,136,0.309647035319294,0.071776126981191,2.6849,2.4900210117994,1.07826399346718,4,,,,,,,,
frame137,137,0.689004640118405,-0.030956983941347,2.7341,2.80981564618337,0.973053162300445,4,,,,,,,,
frame138,138,0.714355690078234,0.012420137068767,2.7368,2.68832203675374,1.01803279613956,4,,,,,,,,
frame139,139,0.877125297643705,-0.03858709100508,2.7462,2.86105760924513,0.959854842183541,4,,,,,,,,
frame140,140,0.376734286815071,0.106575850400695,2.7342,2.4355920730556,1.12260178140988,4,,,,,,,,
frame141,141,0.358723785819535,0.111110011961254,2.7611,2.44931683653472,1.12729392899058,4,,,,,,,,
frame142,142,0.544537253623105,0.059250651582989,2.8108,2.63246390604349,1.06774493414595,4,,,,,,,,
frame143,143,0.448984787593181,0.0389024164148,2.7403,2.62777903116087,1.0428197985846,4,,,,,,,,
frame144,144,0.396726740452435,0.046995794754647,2.7576,2.62469148207348,1.05063776784216,4,,,,,,,,
frame145,145,1.12095940967402,-0.244118109828006,2.7739,3.46794634022309,0.799868200908079,4,,,,,,,,
frame146,146,1.19223877128693,-0.242851150095217,2.7802,3.48530033540539,0.797693091684916,4,,,,,,,,
frame147,147,1.16260139362657,-0.246061783539158,2.7785,3.47831918085244,0.798805358431503,4,,,,,,,,
frame148,148,0.541381834559605,-0.053891214550731,2.8143,2.97081880534803,0.947314590487219,4,,,,,,,,
frame149,149,0.307496046608798,0.026400267709909,2.8121,2.737403707858,1.02728727659993,4,,,,,,,,
frame150,150,0.856056177152452,-0.186650563668185,2.8278,3.34307161678953,0.845868806937387,4,,,,,,,,
frame151,151,0.489959010159656,-0.045188399521463,2.8417,2.96158376425343,0.959520387131901,4,,,,,,,,
frame152,152,0.457466316098686,-0.06461477939026,2.8652,3.04128382986908,0.942102138531192,4,,,,,,,,
frame153,153,0.417545271868555,-0.059068812660028,2.9032,3.06375156925628,0.94759641386483,4,,,,,,,,
frame154,154,0.234899377754182,-0.003204200672608,2.9027,2.90724149323743,0.998437868595369,4,,,,,,,,
frame155,155,0.180321983034973,0.023574156619038,2.9552,2.88173030231476,1.0254949943186,4,,,,,,,,
frame156,156,0.375186977624252,-0.068332794058878,2.957,3.14855483224106,0.93916103023535,4,,,,,,,,
frame157,157,0.480581638587379,-0.075891036763517,2.9927,3.20250324693863,0.934487733263288,4,,,,,,,,
frame158,158,0.537165913415511,-0.075846926652456,3.0304,3.23082242451144,0.937965509032349,4,,,,,,,,
frame159,159,0.425140520682133,-0.088970897878967,2.9987,3.24165891321514,0.925051055734247,4,,,,,,,,
frame160,160,0.519098110686154,-0.081016640085007,3.0562,3.28067617665258,0.931576246918214,4,,,,,,,,
frame161,161,0.592885914451791,-0.082529670098646,3.0683,3.27977002575628,0.935522910418843,4,,,,,,,,
frame162,162,0.535406295369046,-0.080350028980953,3.0879,3.32030939224064,0.930003693997985,4,,,,,,,,
frame163,163,0.196674766028315,0.062255545737864,3.13433333333333,2.93765856730502,1.06694949788149,4,,,,,,,,
frame164,164,0.360657015553925,0.000223757958877,3.1715,3.15688320465624,1.00463013497686,4,,,,,,,,
frame165,165,0.21711375880424,0.064313321979797,3.197,2.98410581843005,1.07134270515982,4,,,,,,,,
frame166,166,0.303811609840469,0.018914440940021,3.2107,3.14516368814326,1.02083717044801,4,,,,,,,,
frame167,167,0.640831651490539,-0.091563382290202,3.208,3.53921900683252,0.906414662050273,4,,,,,,,,
frame168,168,0.207821705214038,0.06183116784936,3.21222222222222,3.00611256394752,1.06856351979183,4,,,,,,,,
frame169,169,0.095522690987827,0.013022651188652,3.19111111111111,3.14705325625892,1.01399971696207,4,,,,,,,,
frame170,170,0.172421206873642,0.03492687218255,3.253,3.13262078016733,1.03842763879841,4,,,,,,,,
frame171,171,0.154641468864164,0.037280878277613,3.25477777777778,3.1269611511968,1.0408756682289,4,,,,,,,,
frame172,172,0.200229415494582,-0.030450086708954,3.2588,3.36349588231076,0.968872897136169,4,,,,,,,,
frame173,173,0.551442330299994,-0.13692611680511,3.3054,3.77740750254998,0.8750445901769,4,,,,,,,,
frame174,174,0.19166120467574,-0.016392189233646,3.3193,3.37795097609216,0.982637114479378,4,,,,,,,,
frame175,175,0.59385745343146,-0.125427244581396,3.3255,3.760219943418,0.884389756461202,4,,,,,,,,
frame176,176,0.654216571476692,-0.123671537031614,3.3387,3.78161283236773,0.882877266393659,4,,,,,,,,
frame177,177,0.657323080174014,-0.150524937392887,3.3001,3.83101771414033,0.861416011682559,4,,,,,,,,
frame178,178,0.706132471673875,-0.147747170240241,3.3231,3.82745309587227,0.868227491431263,4,,,,,,,,
frame179,179,0.83075116862552,-0.177708280966535,3.3368,3.95096571681208,0.844553012900443,4,,,,,,,,
frame180,180,0.154730090181911,0.004136794254019,3.35688888888889,3.33782512596761,1.00571143250525,4,,,,,,,,
frame181,181,0.092358300081964,0.00581235077665,3.36377777777778,3.34184733810281,1.00656237028691,4,,,,,,,,
frame182,182,0.296084748274121,-0.05836736371354,3.3805,3.57091185943506,0.946676964615648,4,,,,,,,,
frame183,183,0.259408406548056,-0.007798614978113,3.36533333333333,3.38388787423074,0.994516797959323,4,,,,,,,,
frame184,184,0.197560148284759,-0.035624993572527,3.3489,3.46531635082289,0.966405274717489,4,,,,,,,,
frame185,185,0.134237706649436,-0.008744327738455,3.3507,3.37912350737018,0.991588497044222,4,,,,,,,,
frame186,186,0.157234576449838,-0.015297343266126,3.3815,3.43015582791596,0.985815271854422,4,,,,,,,,
frame187,187,0.416058434167308,-0.109434194286709,3.3871,3.75384878207307,0.902300597769277,4,,,,,,,,
frame188,188,0.155643545344836,-0.027564641720067,3.4029,3.49281157738724,0.974258108290372,4,,,,,,,,
frame189,189,0.289016458278218,-0.073798002107362,3.407,3.66362461865793,0.9299533534765,4,,,,,,,,
frame190,190,0.601821823072223,-0.163883732834339,3.4389,4.04072182307222,0.851060813036952,4,,,,,,,,
frame191,191,0.233022936100232,-0.060309187554148,3.421,3.62892779418594,0.942702691820139,4,,,,,,,,
frame192,192,0.197037337150422,-0.058655173448318,3.37066666666667,3.56433186063107,0.945665779299766,4,,,,,,,,
frame193,193,0.484778883556372,-0.139419470428501,3.4283,3.91307888355637,0.876113184021534,4,,,,,,,,
frame194,194,0.485359527222188,-0.129535084290986,3.4715,3.94590912767755,0.879771907480097,4,,,,,,,,
frame195,195,0.787583878820995,-0.228842602158452,3.4298,4.217383878821,0.813252978279708,4,,,,,,,,
frame196,196,0.22454694090862,-0.064886196981736,3.454,3.67854694090862,0.938957706802253,4,,,,,,,,
frame197,197,0.325380516647157,-0.094546629787659,3.43933333333333,3.76471384998049,0.913570983184062,4,,,,,,,,
frame198,198,0.294187090842677,-0.084538892743881,3.46877777777778,3.76296486862045,0.921820399309088,4,,,,,,,,
frame199,199,0.240568390006875,-0.068909527843208,3.50088888888889,3.74145727889576,0.935701954592978,4,,,,,,,,
frame200,200,0.267523451196391,-0.076457098506391,3.50322222222222,3.77074567341861,0.92905290508393,4,,,,,,,,
frame201,201,0.204892237946049,-0.056378270348448,3.50277777777778,3.70040205143317,0.946593837396978,4,,,,,,,,
frame202,202,0.248640363365873,-0.069487707875306,3.55877777777778,3.80517401351204,0.935247051814366,4,,,,,,,,
frame203,203,0.498211422582727,-0.137442113577814,3.5806,4.07881142258273,0.877853773816477,4,,,,,,,,
frame204,204,0.288550371071584,-0.080614140865556,3.58022222222222,3.86877259329381,0.925415525437767,4,,,,,,,,
frame205,205,0.173305091349007,-0.042819058463429,3.58244444444444,3.73485239507741,0.959193045799122,4,,,,,,,,
frame206,206,0.215627075007209,-0.048858851811996,3.6812,3.858517324573,0.954045217461185,4,,,,,,,,
frame207,207,0.257591800078988,-0.072191294831202,3.60333333333333,3.86092513341232,0.933282363377161,4,,,,,,,,
frame208,208,0.226864742552067,-0.046028650746857,3.68033333333333,3.84343371566727,0.957563888335298,4,,,,,,,,
frame209,209,1.1158582266801,-0.278992598231641,3.72655555555556,4.84168676320233,0.769681257341559,4,,,,,,,,
frame210,210,0.150537794238317,-0.036952177365907,3.704375,3.8386317694381,0.965024837623914,4,,,,,,,,
frame211,211,0.17311825194457,-0.04641136934606,3.698,3.8678784613759,0.956079679578281,4,,,,,,,,
frame212,212,0.198887829590778,-0.02137257086424,3.803125,3.8781980454966,0.980642286800239,4,,,,,,,,
frame213,213,0.152796448800809,-0.040931364724007,3.74228571428571,3.89508216308652,0.960771957457316,4,,,,,,,,
frame214,214,0.134948517390507,-0.024442795648038,3.788,3.87771226587564,0.976864640869536,4,,,,,,,,
frame215,215,0.197964750986753,-0.038759223621961,3.85128571428571,3.99510699373813,0.964000643868151,4,,,,,,,,
frame216,216,0.2163154167683,-0.039672401631937,3.84185714285714,3.98766514887063,0.963435243288976,4,,,,,,,,
frame217,217,0.528407361879231,-0.113969533024209,3.90075,4.35758493946465,0.895163273737407,4,,,,,,,,
frame218,218,0.419680394284477,-0.081843619400727,3.92711111111111,4.26296053593503,0.9212168580983,4,,,,,,,,
frame219,219,0.229077310576926,-0.057976266733223,3.84542857142857,4.06519657292054,0.945939145241855,4,,,,,,,,
frame220,220,0.311877729965231,-0.072210502394682,3.85414285714286,4.12648002591415,0.93400254767719,4,,,,,,,,
frame221,221,0.290272778197225,-0.059348186676751,3.883,4.10581783021386,0.945731194264347,4,,,,,,,,
frame222,222,0.510015907051775,-0.1026309236501,3.957375,4.38238887966225,0.903017762381917,4,,,,,,,,
frame223,223,0.314603667517808,-0.071677666036089,3.88242857142857,4.15414997399901,0.934590372453775,4,,,,,,,,
frame224,224,0.697014498009824,-0.15915430328133,3.988625,4.65775826301661,0.856340062057397,4,,,,,,,,
frame225,225,0.696487047827616,-0.167914971183781,3.951875,4.64836204782762,0.850165060152078,4,,,,,,,,
frame226,226,0.478854564434444,-0.125044125988272,3.83685714285714,4.31571170729159,0.889043894283903,4,,,,,,,,
frame227,227,0.359786707589764,-0.093477555097,3.85757142857143,4.21735813616119,0.914689078808646,4,,,,,,,,
frame228,228,0.528839201612842,-0.124032286942102,3.991625,4.5042078597227,0.88619911076789,4,,,,,,,,
frame229,229,0.252361033267287,-0.043380991704757,3.885,4.04449697170256,0.960564447737634,4,,,,,,,,
frame230,230,0.703654203335932,-0.151466800571064,3.954,4.60181150427866,0.859226849323067,4,,,,,,,,
frame231,231,0.197172489551534,-0.045225477516726,3.877,4.04952161479353,0.957397038167847,4,,,,,,,,
frame232,232,0.45984219651444,-0.114011309693275,3.869875,4.32222802563871,0.895342628164125,4,,,,,,,,
frame233,233,0.184776027840101,-0.046056586335444,3.85775,4.03363130794527,0.956396285501149,4,,,,,,,,
frame234,234,0.211463965406249,-0.055261224553498,3.83077777777778,4.04224174318403,0.947686462403488,4,,,,,,,,
frame235,235,0.187536021196352,-0.039268654449673,3.81177777777778,3.95946825952918,0.962699415156073,4,,,,,,,,
frame236,236,0.163392954156437,-0.043161717337543,3.80011111111111,3.96350406526755,0.958775630990703,4,,,,,,,,
frame237,237,0.162437908859696,-0.031762654752031,3.83522222222222,3.95405468640216,0.969946681671198,4,,,,,,,,
frame238,238,0.115279672978146,-0.022395403495384,3.804,3.88620956600609,0.978845822745844,4,,,,,,,,
frame239,239,0.748293249104888,-0.175743341906474,3.86311111111111,4.60404602248599,0.839068743501656,4,,,,,,,,
frame240,240,0.273856568197255,-0.06763934746714,3.778375,4.02950208736015,0.937677886270888,4,,,,,,,,
frame241,241,0.255214226685261,-0.057807699118807,3.7332,3.94405350690224,0.946538882767884,4,,,,,,,,
frame242,242,1.1322123256533,-0.255980701541948,3.7816,4.85571648762651,0.778793409713354,4,,,,,,,,
frame243,243,0.222532814252086,-0.049317657823488,3.68222222222222,3.85960591819255,0.954040982491447,4,,,,,,,,
frame244,244,0.54229124356428,-0.12449639465868,3.6996,4.17890746845057,0.885303163070925,4,,,,,,,,
frame245,245,0.235188525817262,-0.051493280834151,3.5588,3.73725910340233,0.952248667147571,4,,,,,,,,
frame246,246,0.174777483323771,-0.030776122791207,3.5319,3.63469038810258,0.971719630249926,4,,,,,,,,
frame247,247,0.163048962991305,-0.012653343773479,3.52766666666667,3.5677742878776,0.988758363625411,4,,,,,,,,
frame248,248,0.162686958169229,-0.025467060856907,3.46222222222222,3.54698771752333,0.976102117613112,4,,,,,,,,
frame249,249,0.109337654400533,-0.020621769783944,3.4321,3.50322097440278,0.979698404718844,4,,,,,,,,
frame250,250,0.375176585250284,-0.098953012960531,3.4499,3.8051553635659,0.906638407732981,4,,,,,,,,
frame251,251,0.174970535083812,-0.026972981106293,3.4309,3.52340771704787,0.973744816246988,4,,,,,,,,
frame252,252,0.215076411174975,-0.059956245832013,3.3788,3.58140209163444,0.943429392609201,4,,,,,,,,
frame253,253,0.360009950753515,-0.104599957886565,3.3899,3.74990995075352,0.90399504108594,4,,,,,,,,
frame254,254,0.267449629891144,-0.072895869765342,3.3555,3.60556613147585,0.930644419667462,4,,,,,,,,
frame255,255,0.266414613922508,-0.079238434902769,3.3296,3.59601461392251,0.925913923460977,4,,,,,,,,
