,frame,RMS,abs rel,mean GT,mean pred,scaling factor,file number,,,
frame63,63,0.611309377253934,0.204929784652025,2.94706666666667,2.33575728941273,1.26171785057669,2,,,
frame64,64,0.659889632874256,0.220190758753879,2.9656,2.30571036712574,1.28619797277351,2,,,
frame65,65,0.671731766301364,0.182276189038879,2.99275,2.45019665962871,1.22143256878552,2,,,
frame66,66,0.616684659830219,0.153630027368813,3.01394117647059,2.54815329412358,1.18279429397799,2,,,
frame67,67,0.69029313627307,0.129451762068527,3.032,2.65425019592047,1.14231883816383,2,,,
frame68,68,0.446045414132811,0.131302326636093,3.0454375,2.64370638573064,1.15195753826435,2,,,
frame69,69,0.588952507132787,0.189364664435678,3.0764375,2.48748499286721,1.23676625540318,2,,,
frame70,70,0.47640347406037,0.137591479971925,3.08525,2.66631781648337,1.15712012308764,2,,,
frame71,71,0.515979605102428,0.108883510939705,3.11241176470588,2.7692184780349,1.12393145914385,2,,,
frame72,72,0.413959325594347,0.113194751781209,3.11235294117647,2.76066113145454,1.12739405271977,2,,,
frame73,73,0.432955750885686,0.133509310468315,3.13023529411765,2.70714011082184,1.15628861675998,2,,,
frame74,74,0.374995359062396,0.111801596096291,3.13811764705882,2.78317851210782,1.12753013628371,2,,,
frame75,75,0.399998546001338,0.12147507083451,3.14482352941176,2.7592268983754,1.13974806902013,2,,,
frame76,76,0.412777081209592,0.117293326784101,3.15441176470588,2.78348669972354,1.13325914760763,2,,,
frame77,77,0.381377940218284,0.117569766012387,3.1606875,2.7895059123677,1.13306356010454,2,,,
frame78,78,0.410154477299677,0.126635746666387,3.1748125,2.77266945933957,1.14503821914503,2,,,
frame79,79,0.389288217754166,0.107308166001192,3.188625,2.84714388974539,1.11993812869259,2,,,
frame80,80,0.429675746700627,0.115436445152443,3.2200625,2.84656168931647,1.13121121249026,2,,,
frame81,81,0.442274948621743,0.111444949880886,3.2295,2.87258206369605,1.12424986593585,2,,,
frame82,82,0.473887366344231,0.099844663092924,3.2345625,2.91464468601872,1.10976220035186,2,,,
frame83,83,0.407392319334035,0.080580704837225,3.2525625,2.98931785989268,1.08806177611262,2,,,
frame84,84,0.406505592485613,0.091918314873097,3.27541176470588,2.97112480135051,1.10241473640456,2,,,
frame85,85,0.300051677181254,0.048474461656274,3.30447058823529,3.14157848164617,1.0518504018094,2,,,
frame86,86,0.271335062965414,0.029055537421945,3.2870625,3.18709031606292,1.0313678540684,2,,,
frame87,87,0.360959572218248,0.079557786646019,3.34135294117647,3.07486777843068,1.08666556806608,2,,,
frame88,88,0.416464504036848,0.090916526800814,3.33982352941176,3.03485615470022,1.10048824694351,2,,,
frame89,89,0.350131417282978,0.09269962868476,3.35947058823529,3.04571337573943,1.10301600110998,2,,,
frame90,90,0.487131440882858,0.109373375607925,3.37223529411765,3.00091169417128,1.12373692990287,2,,,
frame91,91,0.560397431617564,0.072850636330651,3.42829411764706,3.18998974430486,1.07470380548014,2,,,
frame92,92,0.570284345638843,0.079502727982108,3.424,3.15901130656401,1.08388342671816,2,,,
frame93,93,0.564038695012769,0.162169515094127,3.454875,2.89083630498723,1.1951126371423,2,,,
frame94,94,0.56864249885753,0.134919355326001,3.50082352941176,3.03219924976394,1.1545493026833,2,,,
frame95,95,0.53576230424835,0.10519148234216,3.51582352941176,3.1558790050758,1.11405523588105,2,,,
frame96,96,0.405745349444313,0.094795643476465,3.50317647058824,3.17442898929759,1.10356113883757,2,,,
frame97,97,0.342973448981707,0.093362129910314,3.56435294117647,3.23283979859967,1.10254549041384,2,,,
frame98,98,0.271981392092919,0.071009380244629,3.56464705882353,3.31622402739484,1.07491141411934,2,,,
frame99,99,0.418318339941956,0.116161295431996,3.59429411764706,3.1759757777051,1.13171332819302,2,,,
frame100,100,0.462326393936413,0.128992244053601,3.59970588235294,3.13737948841653,1.14736068608957,2,,,
frame101,101,0.421668456407389,0.117769360378641,3.60675,3.18508154359261,1.1323885905702,2,,,
frame102,102,0.347869718566902,0.096170220428638,3.6388125,3.2909427814331,1.10570518592104,2,,,
frame103,103,0.308233780047815,0.085622128143377,3.65175,3.34351621995218,1.09218851046944,2,,,
frame104,104,0.392247984218423,0.107886667157628,3.6715625,3.27931451578158,1.11961279783648,2,,,
frame105,105,0.290223693309067,0.076067180102598,3.70994117647059,3.43138577772555,1.08117868895804,2,,,
frame106,106,0.173325455000678,0.035223475945568,3.72647058823529,3.60005175319769,1.03511583824463,2,,,
frame107,107,0.28170109280379,0.039221744540198,3.72129411764706,3.58113303903821,1.03913875219964,2,,,
frame108,108,0.289311799336894,0.071085522041222,3.7193125,3.45824317781542,1.07549189249019,2,,,
frame109,109,0.352597575236658,0.076521487931594,3.765,3.48013679320949,1.08185402578035,2,,,
frame110,110,0.42245463012493,0.077395456941514,3.77270588235294,3.48490408250666,1.08258528585937,2,,,
frame111,111,0.418987686549289,0.091729214987172,3.75825,3.42292449641954,1.0979646217529,2,,,
frame112,112,0.480975622603702,0.117161976468665,3.7701875,3.33348522662473,1.13100471239149,2,,,
frame113,113,0.615817759422568,0.164894471033981,3.7655625,3.14974474057743,1.19551354479274,2,,,
frame114,114,0.562427597230587,0.149236168991016,3.7895625,3.23172093062675,1.17261439998938,2,,,
frame115,115,0.682222039453317,0.169466827269049,3.800125,3.1647303785472,1.20077369805654,2,,,
frame116,116,0.716412082038577,0.189915646487066,3.79125,3.07483791796142,1.23299181978137,2,,,
frame117,117,0.723103730396276,0.17848790612512,3.789375,3.11881555870338,1.21500451972075,2,,,
frame118,118,0.870001325015165,0.181520015597459,3.782125,3.10604139977585,1.21766728552715,2,,,
frame119,119,0.789928965384646,0.129556357428278,3.7741875,3.29797687806573,1.14439477277766,2,,,
frame120,120,0.728725432311905,0.125560694535452,3.7741875,3.31799815566164,1.13748933029391,2,,,
frame121,121,0.636207338806415,0.139043229642509,3.7795,3.26237119758755,1.15851317066398,2,,,
frame122,122,0.639414314138981,0.126248402911783,3.7794375,3.31173866949884,1.14122455820825,2,,,
frame123,123,0.566510275800533,0.102374108859039,3.7710625,3.4000696610615,1.10911330529113,2,,,
frame124,124,0.426114989777228,0.11472662597677,3.7374,3.31128501022277,1.12868568802193,2,,,
frame125,125,0.419951994316858,0.11118384758666,3.72593333333333,3.31661396943872,1.12341483442642,2,,,
frame126,126,0.536172996583184,0.100117192925907,3.7506875,3.38860258763446,1.10685375549403,2,,,
frame127,127,0.53061716595676,0.137261190506299,3.7726875,3.2612455620498,1.1568241115915,2,,,
frame128,128,0.414557187423349,0.111517787889994,3.755,3.34044281257665,1.12410246505719,2,,,
frame129,129,0.61421513648907,0.162383403947299,3.7729375,3.15872236351093,1.19445049795588,2,,,
frame130,130,0.721795084528851,0.191584286987074,3.751875,3.03007991547115,1.23820991678915,2,,,
frame131,131,0.752746501753971,0.200236430348248,3.7488125,2.99606599824603,1.25124496663112,2,,,
frame132,132,0.565984675170906,0.152767512394225,3.7079375,3.14195282482909,1.18013786543778,2,,,
frame133,133,0.4242678951411,0.114691709120602,3.70647058823529,3.28401980491029,1.12863831779984,2,,,
frame134,134,0.545536707265761,0.148220221100267,3.69005882352941,3.14452211626365,1.17348795368435,2,,,
frame135,135,0.294988876895253,0.080268045491647,3.66335294117647,3.37173716442195,1.0864882885391,2,,,
frame136,136,0.405357973360007,0.112173551252069,3.6176875,3.21232952663999,1.1261881665621,2,,,
frame137,137,0.353652024414405,0.097972667005211,3.6188,3.26514797558559,1.10831117825555,2,,,
frame138,138,0.384792265111441,0.108044218095181,3.58566666666667,3.20119262676085,1.12010337543944,2,,,
frame139,139,0.402059540291254,0.111705729270748,3.5994,3.19734045970875,1.12574811639793,2,,,
frame140,140,0.450825090328658,0.126428635303414,3.55846666666667,3.10764157633801,1.14506984774605,2,,,
frame141,141,0.406009199695837,0.113819207045633,3.56326666666667,3.15725746697083,1.12859553075517,2,,,
frame142,142,0.480297072072832,0.093504276990388,3.5366,3.20869430411886,1.10219287498352,2,,,
frame143,143,0.329608601952847,0.065841748719965,3.47633333333333,3.24832867719568,1.0701913749487,2,,,
frame144,144,0.352962219148737,0.039314303046357,3.46092857142857,3.33343588997615,1.03824662770201,2,,,
frame145,145,0.362128035497632,0.105454691513805,3.43835714285714,3.07727523903554,1.11733818907105,2,,,
frame146,146,0.277541140054831,0.075725890136565,3.40914285714286,3.15333711580085,1.08112223081389,2,,,
frame147,147,0.443852478257854,0.131433119449946,3.36807142857143,2.92665294736663,1.15082706735077,2,,,
frame148,148,0.415767598488684,0.117755808591194,3.34507142857143,2.95170779719325,1.13326645400071,2,,,
frame149,149,0.36285715974143,0.105084892310164,3.37025,3.01536258377121,1.11769311529526,2,,,
frame150,150,0.352506476018103,0.103635676450488,3.351875,3.00292349829838,1.11620392657334,2,,,
frame151,151,0.403098713256254,0.123126614054032,3.2895,2.88640128674375,1.13965442542849,2,,,
frame152,152,0.389645362076406,0.118321755639325,3.30153333333333,2.91188797125693,1.133811934361,2,,,
frame153,153,0.482386055030736,0.147256652981269,3.2883125,2.80592644496926,1.17191685687114,2,,,
frame154,154,0.387286143644796,0.118111513902519,3.24213333333333,2.8604682192113,1.13342749678487,2,,,
frame155,155,0.396896716143059,0.122968741404384,3.24635714285714,2.84946042671408,1.13928837629121,2,,,
frame156,156,0.475814621110629,0.147375570740247,3.23207692307692,2.75626230196629,1.17263038455055,2,,,
frame157,157,0.432070970986412,0.131119942951557,3.20314285714286,2.78553462692216,1.14992031554177,2,,,
frame158,158,0.519515775698016,0.123780567202854,3.20507142857143,2.8126769729098,1.1395092502413,2,,,
frame159,159,0.577243946437536,0.174090957602076,3.19086666666667,2.64110433841656,1.2081562323205,2,,,
frame160,160,0.54049859329252,0.125183301587758,3.15884615384615,2.7713927672328,1.13980457450649,2,,,
frame161,161,0.636157264990452,0.141842983919068,3.13714285714286,2.69894815112359,1.16235758580129,2,,,
frame162,162,0.680720599628162,0.15748836822992,3.1192,2.63281320732517,1.18474033452946,2,,,
frame163,163,0.648778751013065,0.162018694207835,3.1055,2.60532202161543,1.19198316915712,2,,,
frame164,164,0.62702573911242,0.15332145430836,3.09628571428571,2.62407026402153,1.17995533760612,2,,,
frame165,165,0.518194258361166,0.150085276054147,3.08546153846154,2.62557671175396,1.17515573803226,2,,,
frame166,166,0.51449908984673,0.096278972214352,3.05583333333333,2.76639845846811,1.10462515765914,2,,,
frame167,167,0.566441744702277,0.140419396766089,3.05084615384615,2.62407527190733,1.16263667681629,2,,,
frame168,168,0.657640140730989,0.173141131577297,3.03321428571429,2.51086660935588,1.20803481730653,2,,,
frame169,169,0.772283448739309,0.216053411955615,3.02807692307692,2.37617347664055,1.27435010652423,2,,,
frame170,170,0.722996585871248,0.214398874652292,3.00328571428571,2.3628756806228,1.27102993141566,2,,,
frame171,171,0.679309709508971,0.206401796895128,2.95369230769231,2.35164524558129,1.25601100473903,2,,,
frame172,172,0.632304695409521,0.170922721201012,2.94883333333333,2.44947824796156,1.20386181660822,2,,,
frame173,173,0.715840929672687,0.199424337059224,2.9645,2.37751274046932,1.24689132030258,2,,,
frame174,174,0.734762136327307,0.225163167045916,2.89492307692308,2.25183423954049,1.28558444759852,2,,,
frame175,175,0.805742247304427,0.246238727412474,2.92566666666667,2.21279515425068,1.3221588365496,2,,,
frame176,176,0.876385163822377,0.222986105729939,2.91016666666667,2.27518732041904,1.27908882075287,2,,,
frame177,177,0.784343698298779,0.204809344917754,2.914,2.32595715050882,1.2528175763524,2,,,
frame178,178,0.799696166969288,0.198824039818892,2.89916666666667,2.33331082010175,1.24251198841149,2,,,
frame179,179,0.850410145525167,0.207057748139091,2.88625,2.30224447357978,1.25366790239793,2,,,
frame180,180,0.848413850939969,0.219883432598269,2.89233333333333,2.27028805862561,1.27399398606902,2,,,
frame181,181,0.742643688225083,0.200030736967863,2.888,2.31963129197517,1.24502545296363,2,,,
frame182,182,0.697735728195682,0.211526883202841,2.90072727272727,2.29506006201225,1.26390037487036,2,,,
frame183,183,0.746500018679494,0.184081075262306,2.91408333333333,2.38892295060809,1.21983144437185,2,,,
frame184,184,0.736659267532112,0.21844927222037,2.91292307692308,2.28512244404681,1.27473391393613,2,,,
frame185,185,0.825533346418715,0.264727583660125,2.91407692307692,2.15193123983533,1.35416823229906,2,,,
frame186,186,0.726712777708573,0.221812726576583,2.91446153846154,2.27577090028377,1.28064803803323,2,,,
frame187,187,0.697378241107482,0.200068223134677,2.92130769230769,2.34542942390839,1.24553212410871,2,,,
frame188,188,0.782256481798055,0.216702500590194,2.94290909090909,2.31521139887878,1.2711189536879,2,,,
frame189,189,0.801249335323363,0.242913934791789,2.93058333333333,2.23002772500959,1.31414659130335,2,,,
frame190,190,0.683160883363844,0.20622806947917,2.92641666666667,2.33433500326409,1.25364039976039,2,,,
frame191,191,0.697893270500181,0.20791703912608,2.93891666666667,2.33968088347231,1.2561185960989,2,,,
frame192,192,0.66240239559161,0.180176658435787,2.94525,2.4247490976826,1.21466175729887,2,,,
frame193,193,0.604962887223028,0.201013663154228,2.93875,2.35409175423859,1.24835830834066,2,,,
frame194,194,0.637721722407508,0.204634940960045,2.96266666666667,2.36327928534127,1.25362528459638,2,,,
frame195,195,0.583956603069063,0.175194250546371,3.0252,2.49958859965806,1.21027916370472,2,,,
frame196,196,0.581048482676683,0.207000520102619,2.8205,2.23945151732332,1.25946017503928,2,,,
frame197,197,0.682201530076438,0.203924902099674,3.01372727272727,2.40538719064429,1.25290734250565,2,,,
frame198,198,0.627139903761569,0.201533449929576,3.0258,2.42052904114448,1.25005730093176,2,,,
frame199,199,0.637522361100674,0.200970329678415,3.02009090909091,2.41758864784679,1.24921620217762,2,,,
frame200,200,0.629475903559181,0.164621130503647,3.04218181818182,2.54841851823859,1.19375283000396,2,,,
frame201,201,0.571197444982642,0.141094408156657,3.026,2.60869212004954,1.15996823724163,2,,,
frame202,202,0.67139038875471,0.188549899379112,3.04115384615385,2.47325373856591,1.22961659725105,2,,,
frame203,203,0.659839365732971,0.174973003523897,3.06466666666667,2.53395794686468,1.20943864536452,2,,,
frame204,204,0.640448187704243,0.201783690033702,3.06992307692308,2.45537309852851,1.25028781929836,2,,,
frame205,205,0.584886107828418,0.203226583679089,2.878,2.29311389217158,1.25506195301731,2,,,
frame206,206,0.740258045874699,0.188082878307964,3.10292307692308,2.52514732468706,1.22880872992534,2,,,
frame207,207,0.690109234864029,0.151205889920289,3.10725,2.64428153853667,1.17508289292052,2,,,
frame208,208,0.690425547724642,0.194676341954678,3.12528571428571,2.52052286929192,1.23993547226321,2,,,
frame209,209,0.803812174834362,0.169729136609377,3.14742857142857,2.62115202199867,1.20078062814098,2,,,
frame210,210,0.892051984632374,0.202980202921609,3.179,2.54571389695683,1.24876562279846,2,,,
frame211,211,0.928039369985023,0.291806526874852,3.17861538461538,2.25057601463036,1.41235637630193,2,,,
frame212,212,0.74471667069709,0.193402494665303,3.21907142857143,2.61432441392473,1.23132057040267,2,,,
frame213,213,0.740449273099335,0.244470557999623,3.015,2.27455072690066,1.32553649577571,2,,,
frame214,214,0.668997269801691,0.1788239847243,3.2205,2.64817557795972,1.21612027042452,2,,,
frame215,215,0.567823663605901,0.177348838721365,3.21571428571429,2.64789062210838,1.21444377606269,2,,,
frame216,216,0.619513880177728,0.189748409134044,3.27492307692308,2.65540919674535,1.23330260395914,2,,,
frame217,217,0.533263016688351,0.16250093883307,3.28675,2.75348698331165,1.19366825407941,2,,,
frame218,218,0.490286059696323,0.169531832536765,2.892,2.40171394030368,1.20414007324883,2,,,
frame219,219,0.595276801556093,0.182147749342154,3.27941666666667,2.68413986511057,1.22177562700577,2,,,
frame220,220,0.638747691341291,0.193977608940398,3.30007142857143,2.66132373723014,1.2400112704838,2,,,
frame221,221,0.572130233277299,0.172755482688615,3.31157142857143,2.73944119529413,1.20884924789045,2,,,
frame222,222,0.601387615922492,0.180008014838034,3.34828571428571,2.74689809836322,1.21893335478329,2,,,
frame223,223,0.467667249014677,0.137564858224784,3.35792857142857,2.89849004157655,1.15850961130166,2,,,
frame224,224,0.594580167707376,0.17783873420887,3.362,2.76741983229262,1.21485000604871,2,,,
frame225,225,0.468664853372384,0.137239022027445,3.365,2.90577564211236,1.15803847731128,2,,,
frame226,226,0.524908624735763,0.15551896423225,3.38471428571429,2.85980566097852,1.18354695631876,2,,,
frame227,227,0.663730874437619,0.19600873503246,3.40035714285714,2.73662626841952,1.24253617751793,2,,,
frame228,228,0.513501157418559,0.141106197020703,3.43042857142857,2.95108799047803,1.1624284272435,2,,,
frame229,229,0.359053828332692,0.100445428331415,3.45566666666667,3.10964975314273,1.11127198912811,2,,,
frame230,230,0.339882333623083,0.097107074193448,3.49506666666667,3.1554484264894,1.10762915258771,2,,,
frame231,231,0.347998037591119,0.10008629554792,3.48892857142857,3.14093053383745,1.11079456671904,2,,,
frame232,232,0.369187533008694,0.105944302034585,3.52128571428571,3.15209818127702,1.11712437613829,2,,,
frame233,233,0.447823134709,0.1216668712147,3.54185714285714,3.11431321948112,1.13728353355776,2,,,
frame234,234,0.349791225692263,0.06010275660318,3.541,3.32963491238504,1.0634799589675,2,,,
frame235,235,0.373933992428068,0.073464953352827,3.6032,3.33771347530274,1.07954143657378,2,,,
frame236,236,0.36646775779485,0.027375074813589,3.610125,3.51401562524604,1.02735029806455,2,,,
frame237,237,0.281316661466804,0.064792016102299,3.6125625,3.38121321954468,1.06842197324855,2,,,
frame238,238,0.318208367222117,0.065464857983435,3.6159375,3.38213393903944,1.0691290070632,2,,,
frame239,239,0.322148168942201,0.088387034896714,3.62375,3.30549490154377,1.09628061997845,2,,,
frame240,240,0.398215421991923,0.097710334445957,3.6088125,3.25770750946711,1.10777670785746,2,,,
frame241,241,0.314793879624983,0.044125969997725,3.6413125,3.48466616627968,1.04495303889829,2,,,
frame242,242,0.258067152584214,0.051716953846017,3.6275625,3.44406956818174,1.05327794000257,2,,,
frame243,243,0.333780990863718,0.017250041991488,3.6276875,3.56975072994162,1.01622992036179,2,,,
frame244,244,0.331253859000925,0.028422957685738,3.634,3.53719775189831,1.0273669313653,2,,,
frame245,245,0.292506569103078,0.043418224326083,3.63176470588235,3.47558602969688,1.04493592587006,2,,,
frame246,246,0.280396479299525,0.071399360976624,3.64976470588235,3.38940318981147,1.07681633063117,2,,,
frame247,247,0.374256697734892,0.100679582648363,3.67276470588235,3.29850800814746,1.11346241901201,2,,,
frame248,248,0.36023682020718,0.096238771199235,3.67464705882353,3.31441023861635,1.10868806040062,2,,,
frame249,249,0.338423398931355,0.090493452141348,3.66417647058824,3.32575307165688,1.10175842632921,2,,,
frame250,250,0.425949647613627,0.116009683808775,3.636625,3.21067535238637,1.13266668250872,2,,,
frame251,251,0.483483200129033,0.131544432772074,3.6423125,3.15882929987097,1.15305771671447,2,,,
frame252,252,0.395784519427147,0.107621468709322,3.628375,3.23259048057285,1.12243571272196,2,,,
frame253,253,0.323988703673585,0.086611251262766,3.6479375,3.32394879632641,1.09747102724075,2,,,
frame254,254,0.268652080648895,0.071479442009742,3.646,3.37786550528615,1.07937986112657,2,,,
frame255,255,0.259572372114132,0.068823966376566,3.61553333333333,3.36384420909011,1.07482187301156,2,,,
frame256,256,0.304912327876076,0.078293554077388,3.65125,3.35465996230489,1.08841135644977,2,,,
frame257,257,0.334981189384208,0.089102967474555,3.641,3.30728374890475,1.10090342299954,2,,,
frame258,258,0.284578744283167,0.07202719687595,3.6415,3.36870955835318,1.0809777266106,2,,,
frame259,259,0.274783798157235,0.059476042900017,3.6025,3.38072687184572,1.06559924435221,2,,,
frame260,260,0.370748602683477,0.099098245470961,3.607875,3.24026255764648,1.11345143667016,2,,,
frame261,261,0.297625002540915,0.079912225157555,3.5725625,3.28076414102701,1.08894219347376,2,,,
frame262,262,0.396876650092259,0.109607804654953,3.57429411764706,3.1774174675548,1.12490541584316,2,,,
frame263,263,0.520514652863214,0.144460315983154,3.577,3.05648534713679,1.17029842899486,2,,,
frame264,264,0.444267425051404,0.122948921988008,3.56282352941176,3.11855610436036,1.14245933380202,2,,,
frame265,265,0.436492065050274,0.119918634522223,3.56011764705882,3.12362558200855,1.13973891991549,2,,,
frame266,266,0.385343487841346,0.106569795797239,3.53870588235294,3.15505254120575,1.12159966787766,2,,,
frame267,267,0.562666380754485,0.156986002962728,3.54617647058823,2.98351008983375,1.1885920824172,2,,,
frame268,268,0.467300650812203,0.130069816643267,3.51611764705882,3.04881699624662,1.15327277806031,2,,,
frame269,269,0.493666330515722,0.136273331208193,3.48841176470588,3.00480676633816,1.16094379305365,2,,,
frame270,270,0.395140526172527,0.105935756253821,3.52276470588235,3.1390107905309,1.12225313672354,2,,,
frame271,271,0.377205478006356,0.10350767130865,3.50535294117647,3.13468322086713,1.11824790391637,2,,,
frame272,272,0.406729783130571,0.115029946867776,3.45641176470588,3.04968198157531,1.1333679333084,2,,,
frame273,273,0.481482196280393,0.13571677617019,3.48547058823529,3.0039883919549,1.16028097763955,2,,,
frame274,274,0.419931577242519,0.120932190675966,3.4231875,3.00325592275748,1.13982543880475,2,,,
frame275,275,0.477413628038217,0.134803805497642,3.45805882352941,2.9806451954912,1.16017123700613,2,,,
frame276,276,0.70945603812427,0.202074960613034,3.44905882352941,2.73960278540514,1.25896310293733,2,,,
frame277,277,0.756626212521194,0.221170375734649,3.39825,2.64162378747881,1.28642466656591,2,,,
frame278,278,0.55034289912295,0.161461611223137,3.3676875,2.81734460087705,1.19534099554298,2,,,
