,frame,RMS,abs rel,mean GT,mean pred,scaling factor,file number,,,
frame248,248,0.231427665566349,0.002963974285553,3.46222222222222,3.45159744881163,1.0030782191632,4,,,
frame249,249,0.20150024041367,0.011509062054766,3.4321,3.3910785036469,1.01209688785116,4,,,
frame250,250,0.288589119770908,-0.031783781646441,3.4499,3.56412037096011,0.967952717901798,4,,,
frame251,251,0.269715200727257,0.052376398922136,3.4309,3.24925028440787,1.05590511647065,4,,,
frame252,252,0.295624884059175,0.030831329542488,3.3788,3.27324001254294,1.03224938808415,4,,,
frame253,253,0.285663271061541,0.020237870946042,3.3899,3.32023333213528,1.02098246144042,4,,,
frame254,254,0.281439791022281,-0.038613477387125,3.3555,3.48514405521247,0.962800947921057,4,,,
frame255,255,0.273674066202217,-0.001799318411545,3.3296,3.33202378593721,0.999272578440935,4,,,
frame256,256,0.272018585173489,0.023342883008748,3.3385,3.25920406291912,1.02432984727254,4,,,
frame257,257,0.228105703261958,0.014992167385514,3.3203,3.26959786085056,1.01550714837336,4,,,
frame258,258,0.388727631210881,-0.010557841276759,3.3449,3.38759890479328,0.98739552526928,4,,,
frame259,259,0.296847671345789,0.018485505752077,3.3589,3.29956688023836,1.01798209338231,4,,,
frame260,260,0.210303162245045,0.028217430003678,3.3263,3.23142020930537,1.02936163808762,4,,,
frame261,261,0.254791389648788,0.054390655769217,3.3153,3.13415730570815,1.05779629949076,4,,,
frame262,262,0.232886572844034,0.041970605892196,3.3267,3.18700486083676,1.04383273489158,4,,,
frame263,263,0.261737227419365,0.025869900644002,3.3105,3.21825750796984,1.02866224713272,4,,,
frame264,264,0.253352908184254,0.034409345858891,3.3215,3.20520084871245,1.03628451282055,4,,,
frame265,265,0.369907720147402,0.04311929164482,3.3055,3.16024552017501,1.04596303638363,4,,,
frame266,266,0.350627693873083,0.040763244053694,3.2842,3.14733737432968,1.04348520968441,4,,,
frame267,267,0.341675791982257,0.063848691281452,3.2667,3.06239942549913,1.06671258255855,4,,,
frame268,268,0.457553378258649,0.098339949886231,3.2737,2.94662912707657,1.11099831665885,4,,,
frame269,269,0.424312978618226,0.089973260268097,3.2997,3.00768422552689,1.0970899045833,4,,,
frame270,270,0.353947123185523,0.056947517996236,3.2454,3.05570528957217,1.06207886312701,4,,,
frame271,271,0.273395599043662,0.024512016628626,3.2046,3.13096447264557,1.02351848064638,4,,,
frame272,272,0.311832835548069,0.009765151346915,3.146,3.10650456124495,1.01271378746639,4,,,
frame273,273,0.31235909938055,0.076248425296913,3.1682,2.93195345084407,1.08057650065621,4,,,
frame274,274,0.260807428996645,0.083156910657431,3.1699,2.90909257100335,1.0896525025007,4,,,
frame275,275,0.268927732818908,0.084646500789678,3.1847,2.91606315186945,1.09212312427402,4,,,
frame276,276,0.373888087149428,0.055597014832561,3.1545,2.97654517251286,1.05978569689803,4,,,
frame277,277,0.213004596640176,0.066166966560871,3.14633333333333,2.93332873669316,1.07261531719091,4,,,
frame278,278,0.296341950296056,0.03837219343781,3.2209,3.10663113097287,1.03678224552889,4,,,
frame279,279,0.436554334360942,-0.023959266281663,3.14366666666667,3.21947642941754,0.976452766649205,4,,,
frame280,280,0.390536245277793,-0.046193826356052,3.1281,3.27765744332937,0.95437063027018,4,,,
frame281,281,0.312943370346935,0.028819127905465,3.08477777777778,2.99401736212843,1.03031392429362,4,,,
frame282,282,0.193354892285385,-0.003031483514544,3.10133333333333,3.10763090687549,0.99797351302942,4,,,
frame283,283,0.209400283541428,0.019529037290172,3.061375,2.99739593769479,1.02134488190253,4,,,
frame284,284,0.163827672217399,0.04120617556913,3.03557142857143,2.90749987238247,1.04404868849883,4,,,
frame285,285,0.132103181175036,0.037002937098492,2.9962,2.88646413715889,1.03801740039948,4,,,
frame286,286,0.139417254747477,0.048032836960381,2.94716666666667,2.80774941191919,1.04965445069836,4,,,
frame287,287,0.135831653353867,0.032047752756258,2.994,2.89809575650111,1.03309215828488,4,,,
frame288,288,0.177123459307918,-0.058655384013382,2.94733333333333,3.12445679264125,0.943310638916473,4,,,
frame289,289,0.169903444560051,-0.055853690262195,3.01025,3.18015344456005,0.946573821822753,4,,,
frame290,290,0.503973787876637,-0.166382188387192,3.00075,3.50472378787664,0.856201567261889,4,,,
frame291,291,0.55769351903984,-0.185449584294371,2.97475,3.53244351903984,0.842122452621287,4,,,
frame292,292,0.771584866449824,-0.240202720514195,3.187,3.95858486644982,0.805085682767791,4,,,
frame293,293,1.36723898052123,-0.430253097493873,3.1695,4.53673898052124,0.698629569302629,4,,,
frame294,294,2.24325685281474,-0.713090410952581,3.147,5.39025685281474,0.583831176497028,4,,,
frame295,295,1.54417069302905,-0.430021382772928,3.11385714285714,4.48155300446682,0.694816537872813,4,,,
frame296,296,1.14295248865489,-0.272521443370145,3.09811111111111,3.9853859649174,0.777367898211916,4,,,
frame297,297,0.177693093012166,-0.062612083513801,2.838,3.01569309301217,0.94107719601046,4,,,
frame298,298,0.714574780619722,-0.170866991137769,3.02277777777778,3.56259803110772,0.84847567740835,4,,,
frame299,299,0.517428265242032,-0.094123733635485,3.0384,3.34319817127628,0.908830360732124,4,,,
frame300,300,1.19930428149491,-0.116505414779556,3.0499,3.43784775855988,0.887153886441326,4,,,
frame1,1,0.907153171489695,0.380781944396999,2.37046666666667,1.46331349517697,1.61993084494856,5,,,
frame2,2,0.994669983286978,0.423912231489403,2.3375625,1.34289251671302,1.74069217819578,5,,,
frame3,3,0.872781956431026,0.370379820376615,2.341,1.46821804356897,1.59444982320845,5,,,
frame4,4,0.895648230351579,0.376026635124138,2.36973333333333,1.47408510298176,1.60759601229256,5,,,
frame5,5,0.890906223410458,0.374326875645119,2.36753333333333,1.47662710992288,1.60333866107672,5,,,
frame6,6,0.727290410777891,0.308701724635407,2.32394117647059,1.5966507656927,1.45551001283763,5,,,
frame7,7,0.861980925513555,0.361218480931509,2.371,1.50901907448645,1.57121937030975,5,,,
frame8,8,0.840150468165957,0.351896550211088,2.37486666666667,1.53471619850071,1.54743050799015,5,,,
frame9,9,0.819703723752373,0.344082621892852,2.37093333333333,1.55122960958096,1.52842191683912,5,,,
frame10,10,0.824209677351976,0.346578822130169,2.37113333333333,1.54692365598136,1.53280565861481,5,,,
frame11,11,0.731762071183647,0.306981387716732,2.3734,1.64163792881635,1.44575119661816,5,,,
frame12,12,0.774296603320358,0.324784939720567,2.3738,1.59950339667964,1.48408562615603,5,,,
frame13,13,1.04103820843187,0.441428575329381,2.347,1.30596179156813,1.797142929566,5,,,
frame14,14,1.06487270859476,0.451209488089428,2.35093333333333,1.28606062473857,1.8280112835359,5,,,
frame15,15,1.01857374915855,0.432651080614463,2.3466,1.32802625084145,1.76698314398015,5,,,
frame16,16,0.851696925383503,0.3645867031356,2.33453333333333,1.48283640794983,1.57437011987119,5,,,
frame17,17,0.938365016813706,0.401505427197352,2.3375,1.39913498318629,1.67067511576098,5,,,
frame18,18,0.882000670305075,0.374429936370642,2.35521428571429,1.47321361540921,1.59869163648755,5,,,
frame19,19,0.937668176152949,0.400251884856165,2.33735714285714,1.39968896670419,1.66991181502334,5,,,
frame20,20,0.888085234599985,0.378544653426265,2.34414285714286,1.45605762254287,1.60992451181226,5,,,
frame21,21,0.884838410931446,0.375887722120959,2.36171428571429,1.47687587478284,1.59912848875099,5,,,
frame22,22,0.980110128528533,0.422797202970562,2.33007142857143,1.3499613000429,1.72602831540237,5,,,
frame23,23,1.08466007529025,0.474040476185256,2.31685714285714,1.23219706756689,1.88026510031551,5,,,
frame24,24,0.964565813823781,0.42599679460809,2.34357142857143,1.37900561474765,1.6994647472848,5,,,
frame25,25,1.19765078762624,0.518134119268393,2.338,1.14034921237376,2.0502491470426,5,,,
frame26,26,1.25632823713857,0.553758258478263,2.34621428571429,1.08988604857571,2.15271522080713,5,,,
frame27,27,1.09992076741798,0.489006122477776,2.29242857142857,1.19250780401059,1.92235938726672,5,,,
frame28,28,0.981839875829785,0.447787252345609,2.2489375,1.26709762417021,1.77487310930187,5,,,
frame29,29,0.946421539443119,0.424869740125128,2.29042857142857,1.34400703198545,1.70417900868049,5,,,
frame30,30,0.858428225432495,0.390512824808325,2.25106666666667,1.39937466409095,1.60862328326416,5,,,
frame31,31,0.880382044238744,0.363765915167103,2.2350625,1.4676139607512,1.52292262118847,5,,,
frame32,32,0.718026255863571,0.27761787298725,2.26157142857143,1.66821717377936,1.35568166070837,5,,,
frame33,33,0.673597561919177,0.307032944222514,2.19915384615385,1.52555628423467,1.44154225503198,5,,,
frame34,34,0.603277451402393,0.273723687001653,2.20615384615385,1.60287639475145,1.37637178598287,5,,,
frame35,35,0.577440611740706,0.266687941204994,2.17593333333333,1.59849272159263,1.36124068876922,5,,,
frame36,36,0.462529585139699,0.211685311994558,2.18566666666667,1.72313708152697,1.26842297696352,5,,,
frame37,37,0.601853003912603,0.273162774416852,2.20025,1.5983969960874,1.37653536973971,5,,,
frame38,38,0.567468843135565,0.257893621691595,2.19566666666667,1.6281978235311,1.34852573497788,5,,,
frame39,39,0.558081250856165,0.25214840424624,2.20969230769231,1.65161105683614,1.33790113510455,5,,,
frame40,40,0.587131354878971,0.26606238699232,2.1995,1.61236864512103,1.36414213130205,5,,,
frame41,41,0.617669005255015,0.280084881421114,2.19975,1.58208099474498,1.39041553960047,5,,,
frame42,42,0.716894652694071,0.3265121008908,2.18990909090909,1.47301443821502,1.48668542147,5,,,
frame43,43,0.81383607549114,0.374931928559082,2.1718,1.35796392450886,1.59930610880218,5,,,
frame44,44,0.881750121043955,0.292651877202851,2.16045454545455,1.52720810968296,1.41464318566449,5,,,
frame45,45,0.809488340162138,0.366409910110442,2.175,1.37600602806864,1.58066167998757,5,,,
frame46,46,0.721298501245865,0.329925965492157,2.17991666666667,1.4586181654208,1.49450810249424,5,,,
frame47,47,0.787286043783256,0.24151287019524,2.17154545454545,1.64757337387515,1.31802655285568,5,,,
frame48,48,0.957378690195977,0.258188412309773,2.17530769230769,1.62095815014712,1.34198880588636,5,,,
frame49,49,0.70922971369852,0.256926420596362,2.1534,1.60382427551699,1.34266579753936,5,,,
frame50,50,0.673476569689609,0.289145901984916,2.14763636363636,1.52835827181484,1.40519170356972,5,,,
frame51,51,0.66113229740775,0.271990463809919,2.14890909090909,1.56381415399446,1.37414608086269,5,,,
frame52,52,0.670897357452405,0.248323722634203,2.1431,1.61250925316777,1.32904663696651,5,,,
frame53,53,0.698834340392509,0.218979947666362,2.147,1.68220774480593,1.27629896285354,5,,,
frame54,54,0.861874092557607,0.207575123849626,2.1478,1.71046702352767,1.25568044893983,5,,,
frame55,55,0.623780949879116,0.292215825866405,2.14154545454545,1.51776450466634,1.41098665040677,5,,,
frame56,56,0.624476707867314,0.293069658615088,2.13736363636364,1.51288692849632,1.41277156680043,5,,,
frame57,57,0.702068224528583,0.327689407002009,2.1482,1.44613177547142,1.48548011767442,5,,,
frame58,58,0.682615828756917,0.298346673636372,2.12844444444444,1.49772590013911,1.42111747165937,5,,,
frame59,59,0.569363023368293,0.258048447232738,2.1345,1.58649305873494,1.345420320781,5,,,
frame60,60,0.615521439394102,0.29004523311014,2.12942857142857,1.51390713203447,1.40657806966464,5,,,
frame61,61,1.49532202663531,0.546336144185354,2.737,1.24167797336469,2.20427522973876,5,,,
frame62,62,1.9067090668524,0.668786063434723,2.851,0.944290933147605,3.01919662671838,5,,,
frame63,63,1.00231265639539,0.473753737982671,2.114,1.11168734360461,1.90161380550167,5,,,
frame64,64,1.74727066839065,0.612862388071079,2.851,1.10372933160935,2.58306082691754,5,,,
frame65,65,1.60626403706973,0.560650623759067,2.865,1.25873596293027,2.27609290937428,5,,,
frame66,66,1.51485622358915,0.533775977304142,2.838,1.32314377641085,2.14489162145201,5,,,
frame67,67,0.770203412687209,0.369757244275911,2.0804,1.31019658731279,1.58785331922356,5,,,
frame68,68,0.691954422098105,0.33046655296317,2.09416666666667,1.40221224456856,1.49347338448824,5,,,
frame69,69,1.71951393437173,0.566561428129071,3.035,1.31548606562827,2.30713200185096,5,,,
frame70,70,1.4836454748152,0.534839752997549,2.774,1.2903545251848,2.14979677744201,5,,,
frame71,71,1.38577243115752,0.501727889629805,2.762,1.37622756884248,2.0069355261667,5,,,
frame72,72,1.26418209234974,0.455725339707909,2.774,1.50981790765026,1.83730765540938,5,,,
frame73,73,0.766381669443714,0.364620367200873,2.1026,1.33621833055629,1.57354524475402,5,,,
frame74,74,0.684113552910863,0.322457466554318,2.12142857142857,1.43731501851771,1.47596632895159,5,,,
frame75,75,1.25678418219364,0.434572677107066,2.892,1.63521581780636,1.7685738900689,5,,,
frame76,76,1.09358435572579,0.394226516123211,2.774,1.68041564427421,1.65078206064793,5,,,
frame77,77,0.617306294725206,0.287183992620253,2.15583333333333,1.53852703860813,1.40123200908037,5,,,
frame78,78,0.795858555141632,0.375557768579183,2.1202,1.32434144485837,1.6009466503004,5,,,
frame79,79,0.717028741704577,0.304541444873089,2.15366666666667,1.50622106257603,1.42984766325292,5,,,
frame80,80,0.774296174752503,0.230480028955817,2.132,1.64923664580831,1.29271927434954,5,,,
frame81,81,1.35975049124726,0.485798674972225,2.799,1.43924950875274,1.94476356113237,5,,,
frame82,82,3.53566202721902,-1.23408796761572,2.865,6.40066202721902,0.447609948442285,5,,,
frame83,83,2.88315778433681,-1.04386596101984,2.762,5.64515778433681,0.489268875294064,5,,,
frame84,84,0.707003644186747,0.33450478340484,2.11183333333333,1.40482968914659,1.50326644549792,5,,,
frame85,85,1.1532783074626,0.292057018735416,2.84683333333333,1.69355502587074,1.6809807120791,5,,,
frame86,86,1.00730055861939,0.283637135401329,2.69766666666667,1.69036610804728,1.59590674104501,5,,,
frame87,87,0.450566085138148,0.2122472364008,2.10075,1.65018391486185,1.27303992062962,5,,,
frame88,88,0.488987072906088,0.22748496811405,2.12683333333333,1.63784626042725,1.2985549283353,5,,,
frame89,89,0.431526857717078,0.20466856545132,2.0892,1.65767314228292,1.26032083570033,5,,,
frame90,90,0.450551227011608,0.21388290402691,2.0902,1.63964877298839,1.27478520670646,5,,,
frame91,91,0.514004373923221,0.240353285698149,2.1285,1.61449562607678,1.31836839048753,5,,,
frame92,92,0.47133135764456,0.219717949786486,2.135,1.66366864235544,1.28330843393023,5,,,
frame93,93,0.543462212944559,0.257559997805562,2.102,1.55853778705544,1.34870005556383,5,,,
frame94,94,0.697921892414347,0.326054879429546,2.1345,1.43657810758565,1.48582244761288,5,,,
frame95,95,1.44085643078268,0.502916729767079,2.865,1.42414356921732,2.01173537691467,5,,,
frame96,96,1.48898603647405,0.514863774714402,2.892,1.40301396352595,2.06127670513845,5,,,
frame97,97,1.40248710956369,0.507779547271431,2.762,1.35951289043631,2.0316100122549,5,,,
frame98,98,1.32477732938838,0.486156818124176,2.725,1.40022267061162,1.946119040345,5,,,
frame99,99,0.422404863192946,0.187216884094212,2.22914285714286,1.80673799394991,1.23379419960582,5,,,
frame100,100,1.21397526668423,0.433717494349493,2.799,1.58502473331577,1.76590304313086,5,,,
frame101,101,0.80175976312292,0.29422376628364,2.725,1.92324023687708,1.41687967407795,5,,,
frame102,102,0.871799802997807,0.324209670136782,2.689,1.81720019700219,1.47974890407562,5,,,
frame103,103,1.06413041855793,0.380182357469786,2.799,1.73486958144207,1.61337776046162,5,,,
frame104,104,1.08809288894771,0.397549466184767,2.737,1.64890711105229,1.65988731666838,5,,,
frame105,105,1.00894078703122,0.367021021109937,2.749,1.74005921296878,1.57983129511428,5,,,
frame106,106,0.998108719761689,0.36789853290147,2.713,1.71489128023831,1.58202448823635,5,,,
frame107,107,0.958137778382186,0.350068607373835,2.737,1.77886222161781,1.53862393991975,5,,,
frame108,108,0.865825255323695,0.32343117494348,2.677,1.81117474467631,1.47804622821109,5,,,
frame109,109,0.879799991062605,0.327184823749574,2.689,1.80920000893739,1.48629227654014,5,,,
frame110,110,1.0364363015336,0.363534304290987,2.851,1.8145636984664,1.57117658774369,5,,,
frame111,111,1.04123184952675,0.375353947197819,2.774,1.73276815047325,1.6009066182584,5,,,
frame112,112,0.96480792898588,0.343103815428834,2.812,1.84719207101412,1.52231056213672,5,,,
frame113,113,0.948816451463432,0.342039095696984,2.774,1.82518354853657,1.51984714207193,5,,,
frame114,114,0.995582050449294,0.35404767085679,2.812,1.81641794955071,1.54810185656641,5,,,
frame115,115,1.06480534763431,0.376922246950199,2.825,1.76019465236569,1.60493613374136,5,,,
frame116,116,1.0581143686685,0.379660699199319,2.787,1.7288856313315,1.6120210322146,5,,,
frame117,117,0.953750417010435,0.350000153031352,2.725,1.77124958298957,1.53846190066601,5,,,
frame118,118,1.11808695779363,0.392173608486016,2.851,1.73291304220637,1.6452066148513,5,,,
frame119,119,1.03169461505997,0.360102832481664,2.865,1.83330538494003,1.56275109620851,5,,,
frame120,120,1.01650104742407,0.359823379619139,2.825,1.80849895257593,1.56206891686402,5,,,
frame121,121,0.773385254445568,0.277497400231635,2.787,2.01361474555443,1.38407806466108,5,,,
frame122,122,0.971093927304432,0.343750062762631,2.825,1.85390607269557,1.52380966954408,5,,,
frame123,123,0.963738879258991,0.360007052394094,2.677,1.71326112074101,1.56251721794875,5,,,
frame124,124,1.01868249583269,0.377150128038758,2.701,1.68231750416731,1.60552332916306,5,,,
frame125,125,1.09693992699801,0.397154209629982,2.762,1.66506007300199,1.65879900958787,5,,,
frame126,126,1.0616723041043,0.393066384340725,2.701,1.6393276958957,1.64762665009708,5,,,
frame127,127,1.18210291195155,0.426136594070493,2.774,1.59189708804845,1.74257495715424,5,,,
frame128,128,0.398529544781388,0.172440394900839,2.2545,1.85597045521861,1.2147283884077,5,,,
frame129,129,0.442464437219887,0.191208363850186,2.22814285714286,1.79298128515841,1.24270279650242,5,,,
frame130,130,0.516819102787399,0.228917671824369,2.23114285714286,1.71432375435546,1.30147112030289,5,,,
frame131,131,0.528966603994254,0.235000827540611,2.240125,1.71115839600575,1.30912778456336,5,,,
frame132,132,0.446461260349854,0.198040465482639,2.20766666666667,1.76120540631681,1.25349755272642,5,,,
frame133,133,0.542455783624058,0.256091650949317,2.14066666666667,1.59821088304261,1.33941439729865,5,,,
frame134,134,0.498450881955081,0.233449771287598,2.15442857142857,1.65597768947349,1.30100096464075,5,,,
frame135,135,0.578808624024736,0.269097440153451,2.16885714285714,1.59004851883241,1.36401947309744,5,,,
frame136,136,0.413474165344304,0.193067119221299,2.17071428571429,1.75724012036998,1.23529747616805,5,,,
frame137,137,0.490760642185237,0.229911577978845,2.15285714285714,1.66209650067191,1.29526603418444,5,,,
frame138,138,1.33623486905041,0.486080345234779,2.749,1.41276513094959,1.94582945160336,5,,,
frame139,139,0.435952380895658,0.20478661084494,2.15425,1.71829761910434,1.25371179942791,5,,,
frame140,140,1.39677288535699,0.501174339919981,2.787,1.39022711464301,2.00470841824694,5,,,
frame141,141,1.53196375679293,0.547325386492649,2.799,1.26703624320708,2.20909229314173,5,,,
frame142,142,1.42277376150137,0.51756048072076,2.749,1.32622623849863,2.07279868260791,5,,,
frame143,143,1.32452810014384,0.503431432969912,2.631,1.30647189985616,2.01382058067201,5,,,
frame144,144,1.28993725159182,0.50075203866142,2.576,1.28606274840818,2.00301268595831,5,,,
frame145,145,0.703816898664383,0.324583969314191,2.173375,1.46955810133562,1.47893097797543,5,,,
frame146,146,0.661728201134877,0.305035002014661,2.18322222222222,1.52149402108735,1.43492001412005,5,,,
frame147,147,0.795098009389077,0.363986819647492,2.1884,1.39330199061092,1.57065734115577,5,,,
frame148,148,0.776547860755247,0.357149535237924,2.1774,1.40085213924475,1.55433963299932,5,,,
frame149,149,1.82442472968182,0.639924493048691,2.851,1.02657527031818,2.77719528458575,5,,,
frame150,150,0.888377777073364,0.40587547219403,2.18825,1.29987222292664,1.68343469566047,5,,,
frame151,151,0.904507364204435,0.417052970418226,2.172,1.26749263579556,1.71361942362427,5,,,
frame152,152,1.27487418098006,0.438462179578226,2.604,1.32912581901994,1.95918246620183,5,,,
frame153,153,0.990232407767781,0.428809855517334,2.28066666666667,1.29043425889889,1.76736370019557,5,,,
frame154,154,1.10248034562824,0.437459776911663,2.40338461538462,1.30090426975637,1.84747230926893,5,,,
frame155,155,0.913653814587318,0.415417347213964,2.19969230769231,1.28603849310499,1.71044048796814,5,,,
frame156,156,1.11258224069191,0.496645247099814,2.2375,1.12491775930809,1.9890342929391,5,,,
frame157,157,1.06211345963414,0.467707915367113,2.2645,1.20238654036586,1.88333778196732,5,,,
frame158,158,0.991644269914113,0.438354657654921,2.25757142857143,1.26592715865732,1.78333438312982,5,,,
frame159,159,1.09650157889361,0.476429976645222,2.29128571428571,1.19478413539211,1.9177403234717,5,,,
frame160,160,0.89457249355549,0.388620804011295,2.29364285714286,1.39907036358737,1.63940493404614,5,,,
frame161,161,0.90470399141852,0.395934565344209,2.27006666666667,1.36536267524815,1.66261075377214,5,,,
frame162,162,1.04318643863095,0.462172443568453,2.25073333333333,1.20754689470238,1.86388896630641,5,,,
frame163,163,1.0902951987254,0.485043323946367,2.2396,1.1493048012746,1.94865626378333,5,,,
frame164,164,1.06656708628629,0.476867345408287,2.23066666666667,1.16409958038038,1.91621636521661,5,,,
frame165,165,1.23442953500521,0.557218240459722,2.2118,0.977370464994788,2.26301088401704,5,,,
frame166,166,1.13875204593412,0.516750045932955,2.20306666666667,1.06431462073255,2.06993930530649,5,,,
frame167,167,1.0657655733035,0.485194844932177,2.1963125,1.1305469266965,1.94269910265265,5,,,
frame168,168,0.9003989959459,0.399103380473657,2.24285714285714,1.34245814691124,1.6707091748205,5,,,
frame169,169,0.954157344838297,0.426547849391711,2.22571428571429,1.27155694087599,1.75038507058989,5,,,
frame170,170,0.780018370995276,0.352855931959068,2.1878,1.40778162900472,1.55407625367773,5,,,
frame171,171,0.781943735328235,0.355647678306495,2.1808,1.39885626467177,1.55898790681808,5,,,
frame172,172,0.771864024390154,0.350098931492727,2.18753333333333,1.41566930894318,1.54522904432135,5,,,
frame173,173,0.891951111937275,0.407355263986828,2.1726,1.28064888806273,1.69648372809393,5,,,
frame174,174,0.868690474953587,0.396211503493331,2.1714,1.30270952504641,1.6668335943292,5,,,
frame175,175,0.9290516081216,0.424391779653638,2.16853333333333,1.23948172521173,1.74954845176349,5,,,
frame176,176,0.96005928345356,0.444106880305401,2.1478,1.18774071654644,1.80830712467709,5,,,
frame177,177,0.951549651496213,0.441021460840713,2.14073333333333,1.18918368183712,1.8001704581299,5,,,
frame178,178,0.92454761978875,0.429470364301144,2.13293333333333,1.20838571354458,1.76510969090884,5,,,
frame179,179,0.80399628119218,0.374313943722272,2.11906666666667,1.31507038547449,1.61137129242104,5,,,
frame180,180,0.993539434819435,0.359184662792182,2.42893333333333,1.4353938985139,1.69217197861024,5,,,
frame181,181,0.872552757928787,0.301134964922866,2.44,1.56744724207121,1.55667121323701,5,,,
frame182,182,0.670332612041023,0.310820913919812,2.13235714285714,1.46202453081612,1.4584961455242,5,,,
frame183,183,0.952458604249455,0.343337243195437,2.4226,1.47014139575055,1.64786870637242,5,,,
frame184,184,1.01060850283185,0.364350516718791,2.42326666666667,1.41265816383482,1.71539494033605,5,,,
frame185,185,0.994891978914317,0.357720747009497,2.41446666666667,1.41957468775235,1.7008380661461,5,,,
frame186,186,0.659657546320066,0.30949093613414,2.10913333333333,1.44947578701327,1.45510076969228,5,,,
frame187,187,0.729246862483303,0.342411253332933,2.11086666666667,1.38161980418336,1.52782021528299,5,,,
frame188,188,0.708189321852318,0.333007342517238,2.11126666666667,1.40307734481435,1.50474004478066,5,,,
frame189,189,0.674282492221018,0.317299146893398,2.10933333333333,1.43505084111232,1.46986662277302,5,,,
frame190,190,0.775643110600399,0.366468721619045,2.104,1.3283568893996,1.58391168577518,5,,,
frame191,191,0.98018535514306,0.361742205776477,2.39013333333333,1.40994797819027,1.6951925676018,5,,,
frame192,192,1.03042576639919,0.387130362571685,2.38273333333333,1.35230756693415,1.76197589335042,5,,,
frame193,193,1.07390688795836,0.393596253793723,2.43264285714286,1.3587359691845,1.79037201657575,5,,,
frame194,194,0.810278708883016,0.384549878541869,2.09292857142857,1.28264986254556,1.63172244627613,5,,,
frame195,195,0.941046335249825,0.450834206326348,2.08893333333333,1.14788699808351,1.81980746956885,5,,,
frame196,196,0.849534331443574,0.408817569242461,2.07813333333333,1.22859900188976,1.6914659137252,5,,,
frame197,197,0.834581515617573,0.403360504898997,2.07828571428571,1.24370419866814,1.67104502542591,5,,,
frame198,198,0.677066916860409,0.328252357211722,2.07207142857143,1.39500451171102,1.48535105885067,5,,,
frame199,199,0.801566659375243,0.387526742973141,2.07446666666667,1.27290000729142,1.62971691003513,5,,,
frame200,200,0.838304230079995,0.409224135543005,2.0672,1.22889576992,1.68216056283973,5,,,
frame201,201,0.776503456402068,0.379378541394144,2.069,1.29402658636456,1.59888523296314,5,,,
frame202,202,0.823834022423915,0.402146407908815,2.0612,1.23736597757608,1.66579656896479,5,,,
frame203,203,0.832876072250084,0.405308387971768,2.06433333333333,1.23145726108325,1.67633372149468,5,,,
frame204,204,0.839115496137909,0.408938791425875,2.0588,1.21968450386209,1.6879775003133,5,,,
frame205,205,0.773455648110782,0.3729303304833,2.06513333333333,1.29167768522255,1.59879926467687,5,,,
frame206,206,0.741279796144225,0.35877079955014,2.06293333333333,1.32165353718911,1.56087300891335,5,,,
frame207,207,0.797199022367787,0.386692571515521,2.06366666666667,1.26646764429888,1.62946655286177,5,,,
frame208,208,0.803422071271284,0.389620136634372,2.0582,1.25477792872872,1.64029024808021,5,,,
frame209,209,0.744091459896405,0.359711516550495,2.06446666666667,1.32037520677026,1.56354546501711,5,,,
frame210,210,0.723052121960467,0.349044811078187,2.05933333333333,1.33628121137287,1.54109278481707,5,,,
frame211,211,0.68210283515257,0.330279476313037,2.06446666666667,1.3823638315141,1.49343220619818,5,,,
frame212,212,0.677900464326722,0.330845860762771,2.055,1.37709953567328,1.49226685999519,5,,,
frame213,213,0.691431969444314,0.337079143714894,2.05586666666667,1.36443469722235,1.5067534348488,5,,,
frame214,214,0.659016272131666,0.319981408290387,2.05333333333333,1.39431706120167,1.47264448701768,5,,,
frame215,215,0.730327665889895,0.355203467048119,2.04953333333333,1.31920566744344,1.55361168005383,5,,,
frame216,216,0.818043570607291,0.39750372760292,2.05286666666667,1.23482309605938,1.6624783527437,5,,,
frame217,217,0.790165513708685,0.384658984282002,2.04533333333333,1.25516781962465,1.62952977391101,5,,,
frame218,218,0.78977152729201,0.383585140392334,2.04873333333333,1.25896180604132,1.62731968793824,5,,,
frame219,219,0.817923483989272,0.399891144842499,2.04486666666667,1.22694318267739,1.66663517556243,5,,,
frame220,220,0.799198751532621,0.389902131648038,2.04866666666667,1.24946791513405,1.63963127172168,5,,,
frame221,221,0.723069838172527,0.353060886593169,2.04313333333333,1.32006349516081,1.54775383216278,5,,,
frame222,222,0.698098529009054,0.341711117956049,2.0422,1.34410147099095,1.51937933561993,5,,,
frame223,223,0.727811554691864,0.355794989785997,2.0412,1.31338844530814,1.55414798058552,5,,,
frame224,224,0.702561091594084,0.343116532589863,2.03973333333333,1.33717224173925,1.52540807359287,5,,,
frame225,225,0.611081267847507,0.296924269393218,2.04926666666667,1.43818539881916,1.42489742167404,5,,,
frame226,226,0.767326368392272,0.371050347211033,2.05173333333333,1.28440696494106,1.59741685411016,5,,,
frame227,227,0.77731926309484,0.376243841931555,2.0568,1.27948073690516,1.60752713243268,5,,,
frame228,228,0.826478515512566,0.400507001105651,2.06053333333333,1.23405481782077,1.6697259340327,5,,,
frame229,229,0.727443050227514,0.34799527314963,2.07386666666667,1.34642361643915,1.54027799375011,5,,,
frame230,230,0.864491547470039,0.413756061535393,2.073,1.20850845252996,1.71533760948073,5,,,
frame231,231,0.786423384417273,0.373854632908466,2.08278571428571,1.29636232986844,1.60663856569874,5,,,
